,单价,总价,户型,月供,朝向,标题,楼层,装修,面积
2115,33043 元/m²,228万,2室1厅,"
13429元 ",北,"
      保利鱼珠港 金碧世纪 总价首付低 大两房 视野开阔无遮挡  ",低层(共32层),精装修,69平方米
2116,22081 元/m²,216万,3室2厅,"
12722元 ",南,"
      中海誉城南苑 业主置换新房急腾名额 采光好  ",中层(共17层),精装修,97.8平方米
2117,29651 元/m²,255万,3室2厅,"
15019元 ",东南,"
      (带学位)旭景家园 南向三房带精装修 总价低 首付低 急售！  ",中层(共18层),精装修,86平方米
2118,19841 元/m²,250万,3室2厅,"
14724元 ",南北,"
      骏威广场桂苑，精装三房五小学位，地铁口  ",低层(共8层),精装修,126平方米
2119,22449 元/m²,220万,3室2厅,"
12957元 ",南,"
      万达文化旅游城 精装刚需三房 现在内部认购 广州CBD中轴线  ",低层(共28层),精装修,98平方米
2120,38788 元/m²,256万,2室2厅,"
15078元 ",东南,"
      穗乐花园 精装两房 正南向 學位房 天河公园站在小区门口  ",低层(共9层),精装修,66平方米
2121,10449 元/m²,93万,3室2厅,"
4260元 ",东南,"
      金沙洲学位房  首付10万  保养新   钥匙在手  ",低层(共11层),精装修,89平方米
2122,24992 元/m²,228万,3室2厅,"
13429元 ",东南,"
      实拍 龙光峰景华庭 91方南北对流三房 南北对流 业主急售  ",中层(共18层),精装修,91.2平方米
2123,21108 元/m²,210万,3室2厅,"
12368元 ",南北,"
      雅居乐锦城 南北对流稀有户型 三房带主套 未占用学位降价急售  ",中层(共26层),豪华装修,99.5平方米
2124,17250 元/m²,138万,3室2厅,"
8128元 ",南,"
      首付20万 新收地铁口房源 真实在售 带家具电器 学位未用  ",低层(共1层),精装修,80平方米
2125,21387 元/m²,235万,3室2厅,"
13841元 ",南北,"
      自由人花园 品质生活 省级学位房 地铁口物业 生态小区园林  ",中层(共32层),精装修,109.9平方米
2126,25556 元/m²,230万,3室1厅,"
13546元 ",南北,"
      黄埔区大沙地 三村远洋宿舍 三房 3D全景看房 本小区代理人  ",中层(共8层),精装修,90平方米
2127,22330 元/m²,230万,3室2厅,"
13546元 ",南,"
      南沙时代又一力作，香海彼岸，不用名额，买房送1万家电大礼包  ",中层(共30层),精装修,103平方米
2128,16358 元/m²,152万,3室2厅,"
8952元 ",东南,"
      冲业绩一口价单位  152万三房带精装修  找我认购额外折扣  ",低层(共32层),精装修,92.9平方米
2129,25068 元/m²,238万,3室2厅,"
14018元 ",南北,"
      首付低总价低 黄埔13号线 万科 精装复式三房 万达广场旁  ",中层(共32层),精装修,94.9平方米
2130,30952 元/m²,260万,3室1厅,"
15313元 ",南,"
      同逸苑 地铁口 低层南向大三房 84方 仅售275万 户型靓  ",中层(共7层),简单装修,84平方米
2131,18434 元/m²,165万,3室2厅,"
9718元 ",南,"
      （单位福利）招商雍景湾 团购有优惠 内部特价单位 单合同  ",中层(共30层),精装修,89.5平方米
2132,24324 元/m²,180万,3室2厅,"
10601元 ",东,"
      距离三元里地铁400米 交通方便 实用3房 厅大房大  ",高层(共7层),简单装修,74平方米
2133,43510 元/m²,240万,2室2厅,"
14135元 ",南,"
      东晓南2号线晓城大厦 电梯中层 直降20万 少有放盘地下铁  ",中层(共32层),精装修,55.2平方米
2134,15814 元/m²,136万,3室2厅,"
8010元 ",南,"
      宏康花园康晖苑 南岗站地铁口 带学位送车位 可公积金 有钥匙  ",中层(共7层),精装修,86平方米
2135,53333 元/m²,480万,3室2厅,"
21989元 ",南北,"
      暨南大学 苏州苑 方正三房  加装电梯  实用 看房方便  ",低层(共6层),简单装修,90平方米
2136,32609 元/m²,300万,3室2厅,"
17669元 ",东北,"
      真实在售 临港CBD 金碧世纪花园 直出阳台三房 满五总价低  ",中层(共32层),精装修,92平方米
2137,19880 元/m²,165万,3室2厅,"
9718元 ",南,"
      江南新村 豪华装修小三房 格局方正 采光好 生活方便  ",低层(共7层),豪华装修,83平方米
2138,34494 元/m²,220万,2室1厅,"
12957元 ",南,"
      金隆园 新收精装两房 全新装修未入住 业主急售 现买现享受  ",中层(共18层),精装修,63.8平方米
2139,19789 元/m²,188万,3室2厅,"
11073元 ",南北,"
      华侨城 学位房 小区中间位置 南北对流 精装修大三房  ",高层(共8层),精装修,95平方米
2140,41853 元/m²,375万,3室2厅,"
17179元 ",南北,"
      中山四路 农讲所 20方的大主人套间 南北双阳台  ",高层(共6层),精装修,89.6平方米
2141,36585 元/m²,300万,3室2厅,"
17669元 ",南,"
      晓港湾 电梯三房300万 附赠全新装修直接入住 近铁地带学位  ",高层(共9层),豪华装修,82平方米
2142,26471 元/m²,225万,3室2厅,"
13252元 ",南,"
      新兴白云花园 惊爆价抛售 中层精装南向三房 格局方正 安静  ",中层(共9层),精装修,85平方米
2143,31758 元/m²,289万,3室2厅,"
17022元 ",南,"
      金碧世纪花园南向三房 中间楼层 满五0税 业主低于市场价急售  ",中层(共32层),精装修,91平方米
2144,23999 元/m²,231.5万,3室2厅,"
13632元 ",东南,"
      花都万达城东南向单边位毛坯三房 单价24000 二手交易  ",低层(共33层),毛坯,96.4平方米
2145,23973 元/m²,210万,3室2厅,"
12368元 ",西南,"
      双哋铁 丽江花园 丽字楼电梯实用3房210万诚意出售 有钥匙  ",中层(共9层),精装修,87.6平方米
2146,18803 元/m²,220万,3室2厅,"
12957元 ",南,"
      雅居乐锦城 环境优美 学位未占用 南向望花园 格局方正  ",中层(共29层),毛坯,117平方米
2147,16823 元/m²,140万,3室2厅,"
8245元 ",南,"
      阳光城熙悦 单合同首付三十五万 带 送六年管理费  ",低层(共32层),豪华装修,83.2平方米
2148,27957 元/m²,260万,3室2厅,"
15313元 ",北,"
      丽江 康城居电梯3房 满2年 保养好 通风 置换 随时约看  ",低层(共9层),简单装修,93平方米
2149,7765 元/m²,66万,3室2厅,"
3023元 ",南,"
      炮兵山大院年末9折（精装带车位）有（产权）首付9万入手  ",中层(共6层),精装修,85平方米
2150,25857 元/m²,215万,2室2厅,"
12663元 ",东南,"
      龙光峰景华庭 二房东南向 装修保养好 满五年唯一 看房方便  ",中层(共18层),简单装修,83.2平方米
2151,35556 元/m²,288万,3室2厅,"
16963元 ",南北,"
      恒洲小苑 笋盘出售 地铁口旁精装电梯三房 南北向望花园  ",高层(共9层),精装修,81平方米
2152,23656 元/m²,220万,3室2厅,"
12957元 ",东南,"
      锦绣趣园 精装实用三房  尽享一家人的乐趣 触碰幸福的温度  ",高层(共6层),精装修,93平方米
2153,34306 元/m²,247万,2室2厅,"
14548元 ",南,"
      247万 优惠价格 金碧世纪花园 厅出阳台两房 户型正  ",中层(共17层),精装修,72平方米
2154,21895 元/m²,235万,3室2厅,"
13841元 ",南,"
      凤凰城 天麓山 三房一卫 业主降价30 一线别墅景带全屋家电  ",低层(共26层),精装修,107.3平方米
2155,25679 元/m²,208万,3室2厅,"
12251元 ",南北,"
      现场拍摄 富力新村 南向三房 总价208万 户型实用可改四房  ",低层(共9层),简单装修,81平方米
2156,17556 元/m²,158万,3室2厅,"
9306元 ",南,"
      知识城科教板块 惟一一线望湖 可公积金 地铁旁 配套省级学校  ",中层(共31层),精装修,90平方米
2157,39759 元/m²,330万,3室2厅,"
19436元 ",南,"
      全景看房 侨兴苑 地铁口物业 少有户型 三房两厅 330万  ",中层(共9层),精装修,83平方米
2158,38333 元/m²,230万,2室2厅,"
13546元 ",东南,"
      南洲名苑 地铁口实用电梯两房 东南向 仅售230万  ",高层(共9层),精装修,60平方米
2159,61333 元/m²,368万,3室1厅,"
16858元 ",南,"
      水均大街省重点育才小 3房带40房方私家大花园 邻近杨箕地铁  ",低层(共9层),精装修,60平方米
2160,23256 元/m²,200万,3室2厅,"
11779元 ",南,"
      （中海誉城南苑）可议价，学位房，产权清晰，近地铁，配套齐  ",中层(共30层),精装修,86平方米
2161,11500 元/m²,92万,3室2厅,"
4214元 ",南北,"
      美景花园 地铁口上盖 精装三房 业主诚售 来电特惠 低 价！  ",中层(共10层),精装修,80平方米
2162,31461 元/m²,280万,3室2厅,"
16491元 ",南,"
      南洲 侨诚花园 南向实用大三房 安静望园景 户型方正 可议价  ",高层(共9层),简单装修,89平方米
2163,59259 元/m²,480万,3室2厅,"
21989元 ",东西,"
      山河东街小区 培正学位  低层 3房2厅 全明屋过五税少安静  ",低层(共6层),简单装修,81平方米
2164,28195 元/m²,289万,3室2厅,"
17022元 ",南北,"
      广州碧桂园大型小区大三房带主套出售 中间楼层随时看房  ",中层(共6层),精装修,102.5平方米
2165,44348 元/m²,408万,3室2厅,"
18690元 ",西南,"
      暨大旁新陶苑 电梯三房精装修 业主换房有心卖 看房方便  ",中层(共9层),精装修,92平方米
2166,32790 元/m²,205万,2室1厅,"
12074元 ",南,"
      嘉鸿花园 电梯南向两房 业主急需名额 直降40万急售  ",高层(共12层),豪华装修,62.5平方米
2167,21596 元/m²,203万,3室2厅,"
11956元 ",南,"
      保利中航城 复式精装住宅 南向精装4房 不限购 地铁两百米  ",低层(共13层),精装修,94平方米
2168,19823 元/m²,220万,3室2厅,"
12957元 ",南,"
      （3D实拍）碧桂园天玺湾 南向高层复式大三房 三阳台采光好！  ",高层(共17层),精装修,111平方米
2169,39111 元/m²,352万,3室2厅,"
16125元 ",东南,"
      市二宫 怡安花园 临近地铁 精装三房 省级名校 配套完善  ",中层(共9层),精装修,90平方米
2170,36522 元/m²,360万,3室2厅,"
16491元 ",东南,"
      保利香雪山 精装三房 业主诚心出售 位置安静保养好 随时看房  ",中层(共11层),精装修,98.6平方米
2171,36905 元/m²,310万,3室2厅,"
18258元 ",南,"
      天河公园紫林居 三房两厅 准电梯新装修 重点学位 南北对流  ",中层(共10层),精装修,84平方米
2172,28235 元/m²,240万,3室2厅,"
14135元 ",南,"
      急售金融城 21号线棠东站 棠德花园 精装3房 带20方平台  ",低层(共9层),精装修,85平方米
2173,24543 元/m²,188万,2室2厅,"
11073元 ",南,"
      中海誉城征过两年  门口就是玉泉  旁边就是有轨电车 可看房  ",低层(共32层),豪华装修,76.6平方米
2174,27733 元/m²,208万,3室1厅,"
12251元 ",西南,"
      又减价！新兴白云花园 地铁口 园林小区精装3房 南向望花园  ",中层(共9层),精装修,75平方米
2175,39326 元/m²,350万,3室2厅,"
16033元 ",东南,"
      东圃 金融城 美林湖畔誉府  欧式精装三房 安静望花园  ",中层(共10层),精装修,89平方米
2176,25017 元/m²,220万,3室2厅,"
12957元 ",西南,"
      金泽豪庭精装一手3房南向望花园楼 王单位刚需户型地铁口物业  ",低层(共32层),精装修,87.9平方米
2177,30924 元/m²,190万,3室2厅,"
11190元 ",南,"
      实拍实图 11号大院低楼层 4房两厅 精装修 带先烈东学位  ",低层(共8层),豪华装修,61.4平方米
2178,40408 元/m²,198万,3室1厅,"
11662元 ",南北,"
      陈家祠地铁沿线 越秀八一希望学位 全明屋 加装电梯在即 笋也  ",高层(共8层),精装修,49平方米
2179,27184 元/m²,280万,3室2厅,"
16491元 ",东南,"
      广州碧桂园 一期大三房 保养可以 首付低。  ",中层(共6层),精装修,103平方米
2180,21638 元/m²,190万,2室2厅,"
11190元 ",西南,"
      翡翠绿洲森林半岛 户型方正实用  保养好  ",低层(共21层),豪华装修,87.8平方米
2181,22065 元/m²,203万,3室2厅,"
11956元 ",南,"
      降价20万   全新 满2年 税费只需3万 非常急售  ",中层(共45层),精装修,92平方米
2182,20659 元/m²,210万,3室2厅,"
12368元 ",南北,"
      碧桂园天玺湾,精装三房带主套,南北对流看海,随时看房哟  ",低层(共29层),精装修,101.7平方米
2183,36364 元/m²,200万,2室2厅,"
11779元 ",南,"
      （三地铁覆盖）可明火 双层复式，不限购  ",中层(共17层),精装修,55平方米
2184,15698 元/m²,135万,3室2厅,"
7951元 ",南北,"
      怡康花园南向3房 5小学位，  使用率非常高自住  ",中层(共8层),精装修,86平方米
2185,25510 元/m²,250万,3室2厅,"
14724元 ",东南,"
      如意花园 精装一楼带50方花园 小区中间位置 近地铁 安静  ",低层(共7层),精装修,98平方米
2186,34483 元/m²,300万,3室2厅,"
17669元 ",东北,"
      新上视频看房 近地铁 盈彩美居三期 东北向精装三房 产权清晰  ",低层(共25层),精装修,87平方米
2187,57143 元/m²,200万,1室1厅,"
11779元 ",南,"
      华景新城 邮通小区 一房 南向电梯 带省级华景学位 可入户  ",中层(共10层),简单装修,35平方米
2188,20408 元/m²,200万,2室2厅,"
11779元 ",北,"
      房卖有缘人 凤凰城凤馨苑 低首付房源 大面积可以高评估高带宽  ",高层(共11层),精装修,98平方米
2189,29276 元/m²,215万,2室2厅,"
12663元 ",南,"
      云山居 安静大两房 望白云山 视野开拓 采光好 真盘实价  ",高层(共6层),精装修,73.4平方米
2190,16975 元/m²,200万,3室2厅,"
11779元 ",南,"
      荔富湖畔地铁口舒适三房，7站珠江新城 半个天河  ",中层(共32层),精装修,117.8平方米
2191,21765 元/m²,185万,3室2厅,"
10896元 ",东南,"
      3D全景视频看房 正规三房 仅售185万吉祥北园南向位置安静  ",高层(共7层),精装修,85平方米
2192,19112 元/m²,210万,3室2厅,"
12368元 ",南北,"
      自由人花园 交通便利 成熟配套 地铁8号延长线，一站到白云区  ",低层(共30层),豪华装修,109.9平方米
2193,15200 元/m²,190万,3室2厅,"
11190元 ",南北,"
      亚运城南荣花园 近地铁 有证在手 低于市场价 学區房 采光好  ",高层(共17层),毛坯,125平方米
2194,33133 元/m²,275万,3室2厅,"
16197元 ",南北,"
      实拍 恒福路大院精装修三房三主套 实用超百平 越秀区省级学位  ",低层(共8层),精装修,83平方米
2195,22081 元/m²,216万,3室2厅,"
12722元 ",南,"
      中海誉城南苑 业主置换新房急腾名额 采光好  ",中层(共17层),精装修,97.8平方米
2196,24218 元/m²,220万,3室2厅,"
12957元 ",东,"
      全江景3房 视野无遮挡 证满2年 税费低 只需白菜价  ",高层(共58层),精装修,90.8平方米
2197,24494 元/m²,218万,4室2厅,"
12840元 ",东南,"
      锦绣生态园 精装实用三房带主套 产权清晰 给您温馨舒适的家  ",中层(共6层),精装修,89平方米
2198,23528 元/m²,225万,3室2厅,"
13252元 ",北,"
      豪利花园全新装修 全屋制家具 新装修未入住！！看一眼不后悔  ",高层(共16层),精装修,95.6平方米
2199,21951 元/m²,225万,3室2厅,"
13252元 ",南,"
      锦绣天伦花园  13号地铁线 官湖学位房 三房望花园  ",中层(共33层),精装修,102.5平方米
2200,19028 元/m²,188万,3室2厅,"
11073元 ",南,"
      开发商清货活动（一手真实，送车位，送管理费）碧桂园玺悦  ",中层(共25层),精装修,98.8平方米
2201,31000 元/m²,248万,3室2厅,"
14607元 ",南,"
      祈福蝶舞轩,南向小三房,精装修,中间楼层,换房急售，低税费  ",中层(共6层),精装修,80平方米
2202,24828 元/m²,216万,3室2厅,"
12722元 ",南,"
      同和超便宜大三房 云东小区 环境好 近地铁 近商场 业主急卖  ",中层(共9层),精装修,87平方米
2203,26857 元/m²,188万,3室1厅,"
11073元 ",东,"
      三元里地铁口 精美绝伦 三房到位 业主可以接受年前交楼 有匙  ",低层(共9层),精装修,70平方米
2204,26582 元/m²,210万,3室2厅,"
12368元 ",南,"
      3D全景 黄埔 荔园小区 南向三房 中层 低总价210万可谈  ",中层(共8层),精装修,79平方米
2205,15767 元/m²,185万,3室2厅,"
10896元 ",南北,"
      名城御景世嘉 一手代理 直接面对开发商 送车位 地铁口 一成  ",低层(共32层),精装修,117.3平方米
2206,34490 元/m²,338万,3室2厅,"
15484元 ",东南,"
      天河公园里面的房子 华翠街小区 精装大三房 學位房 正南向  ",低层(共9层),精装修,98平方米
2207,31000 元/m²,217万,2室2厅,"
12781元 ",南北,"
      黄石路 富力阳光美居  双阳台设计 精装修两房 单边位采光好  ",低层(共16层),精装修,70平方米
2208,28082 元/m²,205万,2室1厅,"
12074元 ",南,"
      丽康居教师新村 高层电梯两房 全新装修 东南向 采光通风*  ",高层(共9层),豪华装修,73平方米
2209,25000 元/m²,195万,2室2厅,"
11485元 ",南,"
      祥景花园 南向两房 户型方正 小区环境优美 人车分流  ",中层(共9层),精装修,78平方米
2210,18435 元/m²,212万,3室2厅,"
12486元 ",东南,"
      南沙保利城 4号线地铁旁 南北对流 送精装 带省级学位  ",高层(共32层),精装修,115平方米
2211,32143 元/m²,225万,3室1厅,"
13252元 ",南,"
      黄埔区大沙地 东苑小区 南向小三房77平方 带省一级怡园学位  ",低层(共9层),精装修,70平方米
2212,28421 元/m²,270万,3室2厅,"
15902元 ",南,"
      洛涛南区小区花园中间位置三房 业主置换四房诚心出售 安静舒适  ",中层(共6层),精装修,95平方米
2213,25641 元/m²,200万,2室1厅,"
11779元 ",东南,"
      紫竹苑 学位房 格局方正 全明屋 随时看  ",中层(共9层),简单装修,78平方米
2214,34906 元/m²,185万,2室1厅,"
10896元 ",东南,"
      目前新180万 低层方正两房 晓港湾 全新装修两房  ",中层(共9层),精装修,53平方米
2215,18952 元/m²,199万,3室2厅,"
11721元 ",南,"
      富士康科技小镇，105方3房仅18500，地铁口来电送管理费  ",中层(共31层),精装修,105平方米
2216,17210 元/m²,190万,3室2厅,"
11190元 ",东,"
      区府板块 简装三房 户型好 周边配套成熟 看楼方便  ",低层(共5层),简单装修,110.4平方米
2217,40545 元/m²,223万,3室2厅,"
13134元 ",南,"
      祥景花园 VR全景 看房新体验 方正三房 安静望花园 中楼层  ",中层(共9层),简单装修,55平方米
2218,26468 元/m²,229万,3室2厅,"
13488元 ",南北,"
      萝岗笋盘全新加推  精装实用户型  带省级名校学位  ",中层(共32层),精装修,86.5平方米
2219,18201 元/m²,205万,3室2厅,"
12074元 ",南,"
      紫茗花园  113方南向舒适三房  金洲商业圈  来上车啦  ",低层(共16层),精装修,112.6平方米
2220,31515 元/m²,208万,2室2厅,"
12251元 ",南,"
      赠送35方前台花大两房改小4房 全新装修  ",低层(共1层),精装修,66平方米
2221,28151 元/m²,178万,2室2厅,"
10484元 ",北,"
      祈福新村山泉居,小两房大飘窗,中间楼层楼距宽,看房方便  ",低层(共6层),简单装修,63.2平方米
2222,21059 元/m²,185万,3室2厅,"
10896元 ",南北,"
      翡翠绿洲急卖两房 可以改小三房 中高楼层望小区花园  ",中层(共15层),简单装修,87.9平方米
2223,32376 元/m²,320万,3室2厅,"
18847元 ",北,"
      丰逸尚居 电梯三房 精装修 五号线地铁附近 带省级学位  ",低层(共30层),精装修,98.8平方米
2224,21263 元/m²,202万,3室2厅,"
11897元 ",东南,"
      特价单位 地铁50米 双地标综合体 庆盛枢纽板块 欢迎致电  ",中层(共32层),精装修,95平方米
2225,21053 元/m²,200万,3室2厅,"
11779元 ",南,"
      （欧亚公馆）不限购学位房，总价低，产权清晰，可议价，近地铁，  ",中层(共30层),精装修,95平方米
2226,16000 元/m²,160万,3室2厅,"
9423元 ",南,"
      |诚信裕馨|真正的地铁口物业 锦砖小区 机场快线就在家门口  ",低层(共8层),简单装修,100平方米
2227,18019 元/m²,175万,3室2厅,"
10307元 ",南,"
      碧桂园玺悦 单合同一线海景房 认购送车位 可公积金  ",低层(共33层),精装修,97.1平方米
2228,23000 元/m²,207万,3室2厅,"
12192元 ",南,"
      新世纪花苑 近地铁 满五唯一 带车位 省级学位 低首付  ",中层(共16层),精装修,90平方米
2229,36154 元/m²,188万,2室1厅,"
11073元 ",南,"
      乐意居南向两房 安静不吵中楼层 急卖房源看房要快  ",高层(共9层),精装修,52平方米
2230,19743 元/m²,175万,2室2厅,"
10307元 ",南,"
      单合同）万科幸福誉 刚需两房 尊享95折 内部认购 价格惊喜  ",中层(共30层),精装修,88.6平方米
2231,33333 元/m²,200万,2室2厅,"
11779元 ",南,"
      侨城花园 准电梯两房 南向 豪华装修 全明房 看房随时方便  ",高层(共9层),豪华装修,60平方米
2232,30000 元/m²,180万,2室1厅,"
10601元 ",北,"
      汾水小区 鸿图苑 楼梯中层两房 户型方正实用  ",中层(共9层),精装修,60平方米
2233,24390 元/m²,200万,3室2厅,"
11779元 ",东北,"
      晋福阁 电梯精装三房 视野开阔 业主 低于市场价  ",低层(共9层),精装修,82平方米
2234,19118 元/m²,195万,3室2厅,"
11485元 ",南北,"
      保利爱特城 通透三房即买即住 入读省级名校 可公积金贷款  ",低层(共32层),精装修,102平方米
2235,19019 元/m²,180万,3室2厅,"
10601元 ",南,"
      （年底清盘优惠）中航城花园 首付一成 来电送8年 物业管理费  ",中层(共30层),精装修,94.6平方米
2236,32857 元/m²,230万,3室2厅,"
13546元 ",南北,"
      笋 怡园学位 全新三房 户型南北通透 过五年无重税  ",中层(共8层),精装修,70平方米
2237,22785 元/m²,180万,3室2厅,"
10601元 ",南,"
      准现楼 远洋天骄 地铁口物业 配套齐全 不限购 返祖酒店  ",中层(共28层),精装修,79平方米
2238,24658 元/m²,180万,2室1厅,"
10601元 ",东南,"
      准电梯楼低于市场价30万 业主急售套现生意失败跪求买主  ",中层(共9层),精装修,73平方米
2239,18190 元/m²,168万,3室2厅,"
9895元 ",南,"
      招商雍景湾 配套成熟地铁口旁 单合同精装三房 可公积金贷款  ",中层(共32层),精装修,92.4平方米
2240,30147 元/m²,205万,2室2厅,"
12074元 ",东南,"
      广州碧桂园东南向两房 户型方正 实地拍摄全景房源  ",中层(共6层),精装修,68平方米
2241,20941 元/m²,178万,2室2厅,"
10484元 ",南,"
      凤馨苑 精致大两房 可以低首付 低月供 轻松上车  ",中层(共11层),精装修,85平方米
2242,19565 元/m²,180万,3室2厅,"
10601元 ",南北,"
      敏捷时空壹号 可公积金 随时看房 南北通透 产权清晰 送车位  ",中层(共7层),精装修,92平方米
2243,28409 元/m²,250万,3室2厅,"
14724元 ",南,"
      丰乐小区  精装东南向三房  省级公立名校  近地铁  ",中层(共8层),精装修,88平方米
2244,24342 元/m²,185万,2室2厅,"
10896元 ",北,"
      盛世 200米13号线白江站 精装2房 无遮挡视野广阔  ",低层(共12层),精装修,76平方米
2245,37073 元/m²,190万,3室2厅,"
11190元 ",南,"
      天河不限购，个人名义购买，现楼现证，租7000起  ",中层(共26层),精装修,51.3平方米
2246,24915 元/m²,190万,3室2厅,"
11190元 ",南北,"
      万科尚.城 黄埔老城区 首付45万入手正规南向两房 低门槛  ",中层(共33层),精装修,76.3平方米
2247,28889 元/m²,208万,2室2厅,"
12251元 ",南北,"
      又降十万 雅怡居 大两房 南北对流 双阳台 户型靓到不行  ",低层(共9层),简单装修,72平方米
2248,24768 元/m²,240万,3室2厅,"
14135元 ",南,"
      实地常春腾  广州市二中学位  地铁有轨电车  来电享折扣  ",中层(共32层),精装修,96.9平方米
2249,13269 元/m²,138万,3室2厅,"
8128元 ",东,"
      锦绣御景苑 低于市场 20W急售 （价格可谈）。  ",低层(共31层),精装修,104平方米
2250,19670 元/m²,179万,3室2厅,"
10543元 ",南,"
      越秀东坡 南沙自贸区 地铁15号线蝴蝶洲站单合同送车位  ",高层(共28层),精装修,91平方米
2251,26850 元/m²,180万,2室2厅,"
10601元 ",南,"
      大沙地港湾路小区   中楼层温馨两房  省级公立名校  近地  ",中层(共6层),精装修,67平方米
2252,24118 元/m²,205万,3室2厅,"
12074元 ",南,"
      景业东湖洲豪园 单合同低首付 近地铁 找我看房有额外折扣98  ",中层(共30层),豪华装修,85平方米
2253,25510 元/m²,250万,3室2厅,"
14724元 ",东南,"
      如意花园 精装一楼带50方花园 小区中间位置 近地铁 安静  ",低层(共7层),精装修,98平方米
2254,16703 元/m²,190万,3室2厅,"
11190元 ",东南,"
      金洲商圈旁 紫茗花园 业主换房急去名额 知道行情的就懂价直  ",中层(共18层),精装修,113.8平方米
2255,18059 元/m²,166.7万,3室2厅,"
9818元 ",南,"
      南向内部特价三房 团购再减5万 专车来回接送 详情请来电  ",中层(共32层),精装修,92.3平方米
2256,20333 元/m²,183万,3室2厅,"
10778元 ",南,"
      永康花园 地铁口物业 毛坯三房 带省级学位 来电看房  ",中层(共18层),简单装修,90平方米
2257,23412 元/m²,199万,3室2厅,"
11721元 ",东南,"
      (送车位)亚运城天峯 首付60万买精装三房 带学位 来电有减  ",中层(共22层),精装修,85平方米
2258,17204 元/m²,160万,3室2厅,"
9423元 ",南北,"
      绿庭雅苑 业主降价急售 带省级学位送车位 成熟配套 随时看房  ",中层(共7层),精装修,93平方米
2259,28676 元/m²,195万,2室2厅,"
11485元 ",东南,"
      广州碧桂园 低楼层 东南向2房 业主 价格美丽  ",中层(共6层),简单装修,68平方米
2260,20586 元/m²,180万,3室2厅,"
10601元 ",南,"
      首付55万买三房 萝岗地铁 保利爱特城三房 来电登记95折  ",中层(共27层),精装修,87.4平方米
2261,15897 元/m²,189万,4室2厅,"
11132元 ",东南,"
      万科春风十里 抛售！送管理费！底价9折！  ",中层(共33层),精装修,118.9平方米
2262,19294 元/m²,164万,3室2厅,"
9659元 ",南,"
      越秀东坡，单合同，产权清晰，中层南向，低首付公积金，来电看房  ",中层(共32层),精装修,85平方米
2263,20408 元/m²,200万,3室2厅,"
11779元 ",南,"
      万达城 一手转名 冰点税费 3房带主套 入读华师附中 懂货来  ",低层(共32层),毛坯,98平方米
2264,17648 元/m²,163万,3室2厅,"
9600元 ",南,"
      百年招商品牌 刚需三房 地铁800米 交通非常方便 详情致电  ",低层(共22层),精装修,92.4平方米
2265,31373 元/m²,160万,3室2厅,"
9423元 ",南,"
      （实地全景VR）天河车陂 精装明火公寓 双地铁 拎包入住  ",高层(共16层),精装修,51平方米
2266,26699 元/m²,275万,3室2厅,"
16197元 ",东南,"
      广州碧桂园 2号线哋铁东南向103方3房仅售275万 方便看  ",高层(共6层),精装修,103平方米
2267,21978 元/m²,200万,3室2厅,"
11779元 ",南北,"
      盛世名门 宏城汇南北对流三房地铁口700米 钥匙在手随时看房  ",低层(共28层),精装修,91平方米
2268,28539 元/m²,250万,3室2厅,"
14724元 ",南,"
      万科金色梦想 95平舒适三房 南北对流 给你一个温馨的家  ",低层(共34层),精装修,87.6平方米
2269,20469 元/m²,180万,3室2厅,"
10601元 ",南,"
      新塘中森茗苑 精装三房 单合同低首付 配套成熟 随时可看房  ",高层(共30层),精装修,87.9平方米
2270,27353 元/m²,186万,2室2厅,"
10955元 ",东北,"
      首付28万 广州碧桂园底层两房186万 位置好低楼层 随时看  ",中层(共6层),精装修,68平方米
2271,17981 元/m²,192万,3室2厅,"
11308元 ",南,"
      誉山国际笋盘，证过两年，家私全送，南向大三房，好房不等人啊！  ",低层(共18层),精装修,106.8平方米
2272,16517 元/m²,160万,3室2厅,"
9423元 ",南,"
      (笋盘推荐）荔富湖畔 全新未住 首付12万 年底降价急售精装  ",低层(共29层),精装修,96.9平方米
2273,25846 元/m²,168万,3室1厅,"
9895元 ",东南,"
      沙河顶 真心便宜 新一街精装三房 住家安静 租金高拎包入住  ",中层(共8层),精装修,65平方米
2274,25262 元/m²,195万,2室2厅,"
11485元 ",南北,"
      万科四季花城 花园洋房 精装两房 带花园  ",低层(共6层),精装修,77.2平方米
2275,29654 元/m²,205万,2室2厅,"
12074元 ",东,"
      云山居 精装大两房 东南向望白云山  ",高层(共6层),精装修,69.1平方米
2276,18167 元/m²,175万,3室2厅,"
10307元 ",东南,"
      碧桂园豪园 精装温馨舒适三房 户型方正 南北对流 视野采光好  ",低层(共41层),精装修,96.3平方米
2277,21667 元/m²,195万,3室2厅,"
11485元 ",南,"
      （内部转名单位）亚运城天峯 地铁海傍站 一成首付 来电详谈  ",低层(共32层),精装修,90平方米
2278,54455 元/m²,550万,3室2厅,"
25196元 ",北,"
      天河北华阳本部低年级旁，信成小区封闭式管理,家私家电全送  ",中层(共8层),豪华装修,101平方米
2279,30400 元/m²,200万,2室2厅,"
11779元 ",北,"
      滨江绿园 电梯高层两房 望小区泳池 方便看房  ",高层(共11层),精装修,65.8平方米
2280,20000 元/m²,180万,3室2厅,"
10601元 ",南,"
      保利西雅图 精装3房 全新未入住 年底资金回笼 笋盘急售  ",中层(共30层),精装修,90平方米
