,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
21766,11180,20170712,10386,江苏卫视-高清,2017-07-12 00:23:46,2017-07-12 01:05:21,0.6931,2495.0
21767,11180,20170712,10386,江苏卫视-高清,2017-07-11 23:42:11,2017-07-12 00:23:48,0.2969,2497.0
21769,11180,20170713,10386,东方卫视-高清,2017-07-13 02:45:55,2017-07-13 03:06:12,0.3381,1217.0
21770,11180,20170713,10386,东方卫视-高清,2017-07-13 02:34:52,2017-07-13 02:44:44,0.1644,592.0
21771,11180,20170715,10386,东方卫视-高清,2017-07-15 01:13:24,2017-07-15 01:39:53,0.4414,1589.0
21772,11180,20170715,10386,东方卫视-高清,2017-07-15 03:21:15,2017-07-15 03:40:03,0.3133,1128.0
21773,11180,20170715,10386,东方卫视-高清,2017-07-15 03:40:01,2017-07-15 04:05:29,0.0914,1528.0
21775,11180,20170715,10386,东方卫视-高清,2017-07-15 02:47:49,2017-07-15 03:21:16,0.5575,2007.0
21776,11180,20170715,10386,东方卫视-高清,2017-07-15 00:40:34,2017-07-15 01:13:26,0.5478,1972.0
21777,11180,20170715,10386,东方卫视-高清,2017-07-15 00:01:28,2017-07-15 00:40:35,0.6519,2347.0
21778,11180,20170715,10386,东方卫视-高清,2017-07-15 04:05:27,2017-07-15 04:34:36,0.4858,1749.0
21779,11180,20170715,10386,东方卫视-高清,2017-07-15 05:17:59,2017-07-15 05:36:53,0.315,1134.0
21780,11180,20170715,10386,东方卫视-高清,2017-07-15 04:54:44,2017-07-15 05:18:01,0.3881,1397.0
21781,11180,20170715,10386,东方卫视-高清,2017-07-15 04:34:35,2017-07-15 04:54:15,0.3278,1180.0
21782,11180,20170715,10386,东方卫视-高清,2017-07-15 02:15:27,2017-07-15 02:47:50,0.5397,1943.0
21783,11180,20170715,10386,东方卫视-高清,2017-07-15 01:39:52,2017-07-15 02:15:05,0.2514,2113.0
21785,11180,20170716,10386,东方卫视-高清,2017-07-16 01:03:44,2017-07-16 01:58:25,0.9114,3281.0
21798,11180,20170716,10386,东方卫视-高清,2017-07-16 00:22:39,2017-07-16 00:34:21,0.195,702.0
21799,11180,20170716,10386,东方卫视-高清,2017-07-15 23:41:41,2017-07-16 00:21:46,0.3053,2405.0
21801,11180,20170719,10386,东方卫视-高清,2017-07-19 00:55:36,2017-07-19 00:59:56,0.0722,260.0
21802,11180,20170720,10386,东方卫视-高清,2017-07-20 01:03:05,2017-07-20 01:14:47,0.195,702.0
21803,11180,20170720,10386,东方卫视-高清,2017-07-20 00:54:01,2017-07-20 01:02:57,0.1489,536.0
21804,11180,20170720,10386,东方卫视-高清,2017-07-20 00:24:12,2017-07-20 00:53:52,0.4944,1780.0
21805,11180,20170720,10386,东方卫视-高清,2017-07-19 23:44:55,2017-07-20 00:24:04,0.2514,2349.0
21807,11180,20170724,10386,东方卫视-高清,2017-07-24 01:48:58,2017-07-24 01:50:59,0.0336,121.0
21808,11180,20170727,10386,东方卫视-高清,2017-07-26 23:27:08,2017-07-27 00:11:29,0.5478,2661.0
21810,11180,20170728,10386,东方卫视-高清,2017-07-28 02:32:55,2017-07-28 02:35:13,0.0383,138.0
21811,11180,20170728,10386,浙江卫视-高清,2017-07-28 02:42:11,2017-07-28 02:47:52,0.0947,341.0
21812,11180,20170728,10386,东方卫视-高清,2017-07-28 02:35:11,2017-07-28 02:42:12,0.1169,421.0
21813,11180,20170802,10386,中央1台-高清,2017-08-02 15:53:00,2017-08-02 16:43:12,0.72,3012.0
21815,11180,20170803,10386,中央6台-高清,2017-08-03 23:41:18,2017-08-03 23:43:37,0.0386,139.0
21816,11180,20170803,10386,江苏卫视-高清,2017-08-03 23:12:56,2017-08-03 23:14:33,0.0269,97.0
21817,11180,20170803,10386,浙江卫视-高清,2017-08-03 23:14:32,2017-08-03 23:19:54,0.0894,322.0
21818,11180,20170803,10386,东方卫视-高清,2017-08-03 23:11:49,2017-08-03 23:12:58,0.0192,69.0
21819,11180,20170804,10386,中央6台-高清,2017-08-03 23:44:29,2017-08-04 00:05:37,0.2586,1268.0
21821,11180,20170816,10386,北京卫视-高清,2017-08-16 23:40:34,2017-08-16 23:48:03,0.1247,449.0
21822,11180,20170816,10386,浙江卫视-高清,2017-08-15 23:43:25,2017-08-16 00:24:31,0.2764,2466.0
21824,11180,20170817,10386,北京卫视-高清,2017-08-17 22:58:35,2017-08-17 23:16:25,0.2972,1070.0
21825,11180,20170817,10386,北京卫视-高清,2017-08-17 22:16:23,2017-08-17 22:58:03,0.6944,2500.0
21849,11180,20170820,10386,江苏卫视-高清,2017-08-19 23:44:49,2017-08-20 00:12:40,0.2531,1671.0
21851,11180,20170823,10386,江苏卫视-高清,2017-08-23 06:37:43,2017-08-23 06:42:00,0.0714,257.0
21852,11180,20170823,10386,江苏卫视-高清,2017-08-23 00:34:27,2017-08-23 00:37:24,0.0492,177.0
21853,11180,20170823,10386,江苏卫视-高清,2017-08-23 00:37:32,2017-08-23 06:37:04,0.6178,21572.0
21857,11180,20170823,10386,江苏卫视-高清,2017-08-23 00:11:41,2017-08-23 00:34:28,0.3797,1367.0
21858,11180,20170824,10386,江苏卫视-高清,2017-08-24 01:58:12,2017-08-24 06:58:46,2.0,18034.0
21861,11180,20170824,10386,江苏卫视-高清,2017-08-24 01:27:43,2017-08-24 01:44:23,0.2778,1000.0
21862,11180,20170824,10386,江苏卫视-高清,2017-08-24 01:44:33,2017-08-24 01:58:12,0.2275,819.0
21864,11180,20170825,10386,江苏卫视-高清,2017-08-24 23:52:12,2017-08-25 06:45:30,0.13,24798.0
21869,11180,20170826,10386,辽宁卫视-高清,2017-08-26 23:44:00,2017-08-26 23:45:14,0.0206,74.0
21870,11180,20170826,10386,江苏卫视-高清,2017-08-26 23:03:01,2017-08-26 23:37:40,0.5775,2079.0
21871,11180,20170827,10386,东方卫视-高清,2017-08-27 08:58:23,2017-08-27 09:44:09,0.7628,2746.0
21872,11180,20170827,10386,东方卫视-高清,2017-08-27 08:19:08,2017-08-27 08:58:25,0.6547,2357.0
21873,11180,20170827,10386,东方卫视-高清,2017-08-27 00:24:21,2017-08-27 01:03:45,0.6567,2364.0
21874,11180,20170827,10386,东方卫视-高清,2017-08-27 01:03:44,2017-08-27 07:40:33,1.6758,23809.0
21878,11180,20170827,10386,东方卫视-高清,2017-08-27 07:40:31,2017-08-27 08:19:09,0.3192,2318.0
21880,11180,20170827,10386,东方卫视-高清,2017-08-26 23:45:13,2017-08-27 00:24:22,0.2464,2349.0
21882,11180,20170827,10386,东方卫视-高清,2017-08-27 23:17:35,2017-08-27 23:56:56,0.6558,2361.0
21883,11180,20170827,10386,东方卫视-高清,2017-08-27 22:34:52,2017-08-27 23:13:14,0.6394,2302.0
21884,11180,20170827,10386,东方卫视-高清,2017-08-27 23:13:52,2017-08-27 23:17:27,0.0597,215.0
21885,11180,20170827,10386,东方卫视-高清,2017-08-27 09:44:18,2017-08-27 10:26:16,0.4378,2518.0
21899,11180,20170829,10386,东方卫视-高清,2017-08-29 23:15:20,2017-08-29 23:29:00,0.2278,820.0
21900,11180,20170829,10386,东方卫视-高清,2017-08-29 23:28:59,2017-08-29 23:32:41,0.0617,222.0
21901,11180,20170829,10386,东方卫视-高清,2017-08-29 00:50:51,2017-08-29 00:54:47,0.0656,236.0
21902,11180,20170829,10386,东方卫视-高清,2017-08-29 00:49:35,2017-08-29 00:50:53,0.0217,78.0
21903,11180,20170829,10386,东方卫视-高清,2017-08-28 23:27:14,2017-08-29 00:10:13,0.1703,2579.0
21916,11180,20170829,10386,东方卫视-高清,2017-08-29 00:10:22,2017-08-29 00:49:37,0.6542,2355.0
21918,11180,20170830,10386,东方卫视-高清,2017-08-30 00:11:47,2017-08-30 00:12:58,0.0197,71.0
21919,11180,20170830,10386,东方卫视-高清,2017-08-30 00:12:57,2017-08-30 00:51:22,0.6403,2305.0
21920,11180,20170830,10386,东方卫视-高清,2017-08-29 23:32:50,2017-08-30 00:11:48,0.4528,2338.0
21922,11180,20170831,10386,东方卫视-高清,2017-08-31 22:19:00,2017-08-31 22:20:16,0.0211,76.0
21923,11180,20170831,10386,东方卫视-高清,2017-08-31 22:16:10,2017-08-31 22:19:01,0.0475,171.0
21924,11180,20170831,10386,东方卫视-高清,2017-08-31 22:20:14,2017-08-31 23:02:19,0.7014,2525.0
21925,11180,20170831,10386,东方卫视-高清,2017-08-31 23:02:28,2017-08-31 23:38:30,0.6006,2162.0
21926,11180,20170831,10386,东方卫视-高清,2017-08-31 01:14:55,2017-08-31 16:40:11,0.6697,55516.0
21935,11180,20170901,10386,东方卫视-高清,2017-08-31 23:38:29,2017-09-01 00:33:46,0.3586,3317.0
21937,11180,20170901,10386,东方卫视-高清,2017-09-01 16:57:20,2017-09-01 17:21:41,0.4058,1461.0
21938,11180,20170901,10386,东方卫视-高清,2017-09-01 15:26:46,2017-09-01 16:04:47,0.0797,2281.0
21940,11180,20170901,10386,东方卫视-高清,2017-09-01 16:04:45,2017-09-01 16:57:05,0.8722,3140.0
21947,11180,20170902,10386,江苏卫视-高清,2017-09-02 01:01:11,2017-09-02 01:31:52,0.5114,1841.0
21948,11180,20170902,10386,江苏卫视-高清,2017-09-02 02:09:03,2017-09-02 02:16:19,0.1211,436.0
21949,11180,20170902,10386,江苏卫视-高清,2017-09-02 02:16:26,2017-09-02 02:50:25,0.5664,2039.0
21950,11180,20170902,10386,江苏卫视-高清,2017-09-02 01:31:51,2017-09-02 02:08:16,0.1378,2185.0
21952,11180,20170902,10386,东方卫视-高清,2017-09-02 00:22:54,2017-09-02 01:01:13,0.6386,2299.0
21953,11180,20170902,10386,江苏卫视-高清,2017-09-02 02:50:24,2017-09-02 03:09:25,0.3169,1141.0
21959,11180,20170906,10386,中央6台-高清,2017-09-06 23:17:22,2017-09-06 23:27:17,0.1653,595.0
21960,11180,20170908,10386,江苏卫视-高清,2017-09-08 23:52:22,2017-09-08 23:55:13,0.0475,171.0
21961,11180,20170908,10386,江苏卫视-高清,2017-09-08 23:05:33,2017-09-08 23:11:48,0.1042,375.0
21962,11180,20170908,10386,江苏卫视-高清,2017-09-08 23:11:46,2017-09-08 23:50:08,0.6394,2302.0
21963,11180,20170908,10386,江苏卫视-高清,2017-09-08 09:51:53,2017-09-08 23:04:45,1.0792,47572.0
21971,11180,20170908,10386,江苏卫视-高清,2017-09-08 09:36:03,2017-09-08 09:51:55,0.2644,952.0
21972,11180,20170908,10386,江苏卫视-高清,2017-09-07 23:27:36,2017-09-08 00:28:16,0.54,3640.0
21974,11180,20170909,10386,江苏卫视-高清,2017-09-08 23:55:21,2017-09-09 00:34:12,0.0775,2331.0
21989,11180,20170911,10386,江苏卫视-高清,2017-09-10 23:18:01,2017-09-11 01:00:23,0.6997,6142.0
22001,11180,20170912,10386,江苏卫视-高清,2017-09-12 00:38:24,2017-09-12 00:41:45,0.0558,201.0
22002,11180,20170912,10386,江苏卫视-高清,2017-09-12 00:41:52,2017-09-12 01:19:20,0.6244,2248.0
22003,11180,20170912,10386,江苏卫视-高清,2017-09-12 00:01:55,2017-09-12 00:37:36,0.5947,2141.0
22004,11180,20170912,10386,江苏卫视-高清,2017-09-11 23:24:34,2017-09-12 00:01:56,0.5906,2242.0
22006,11180,20170913,10386,江苏卫视-高清,2017-09-12 23:34:35,2017-09-13 00:15:16,0.2544,2441.0
22007,11180,20170913,10386,江苏卫视-高清,2017-09-13 22:59:49,2017-09-13 23:01:39,0.0306,110.0
22024,11180,20170915,10386,江苏卫视-高清,2017-09-15 00:29:58,2017-09-15 01:15:50,0.7644,2752.0
22034,11180,20170916,10386,江苏卫视-高清,2017-09-15 23:17:46,2017-09-16 00:01:32,0.0256,2626.0
22036,11180,20170920,10386,江苏卫视-高清,2017-09-20 23:15:24,2017-09-20 23:53:15,0.6308,2271.0
22037,11180,20170921,10386,江苏卫视-高清,2017-09-20 23:53:13,2017-09-21 00:43:15,0.1131,3002.0
22039,11180,20170922,10386,江苏卫视-高清,2017-09-21 23:43:45,2017-09-22 00:21:23,0.2708,2258.0
22041,11180,20170923,10386,江苏卫视-高清,2017-09-23 23:52:54,2017-09-23 23:56:42,0.0633,228.0
22042,11180,20170923,10386,江苏卫视-高清,2017-09-23 00:15:48,2017-09-23 00:59:32,0.7289,2624.0
22043,11180,20170923,10386,江苏卫视-高清,2017-09-22 23:37:54,2017-09-23 00:15:49,0.3683,2275.0
22045,11180,20170923,10386,江苏卫视-高清,2017-09-23 23:12:47,2017-09-23 23:52:30,0.6619,2383.0
22046,11180,20170924,10386,浙江卫视-高清,2017-09-24 23:24:04,2017-09-24 23:28:15,0.0697,251.0
22047,11180,20170924,10386,浙江卫视-高清,2017-09-24 23:28:35,2017-09-24 23:43:03,0.2411,868.0
22060,11180,20170927,10386,江苏卫视-高清,2017-09-27 00:18:37,2017-09-27 00:23:18,0.0781,281.0
22061,11180,20170927,10386,江苏卫视-高清,2017-09-26 23:40:17,2017-09-27 00:18:11,0.3286,2274.0
22066,11180,20170930,10386,江苏卫视-高清,2017-09-30 00:31:23,2017-09-30 01:12:07,0.6789,2444.0
22067,11180,20170930,10386,江苏卫视-高清,2017-09-30 01:12:06,2017-09-30 01:22:55,0.1803,649.0
22076,11181,20170701,10809,北京卫视-高清,2017-07-01 08:03:24,2017-07-01 08:43:52,0.6744,2428.0
22077,11181,20170701,10809,北京卫视-高清,2017-07-01 09:38:25,2017-07-01 10:24:17,0.4047,2752.0
22079,11181,20170701,10809,北京卫视-高清,2017-07-01 08:57:18,2017-07-01 09:38:26,0.6856,2468.0
22080,11181,20170706,10809,北京卫视-高清,2017-07-06 21:50:37,2017-07-06 21:53:39,0.0506,182.0
22081,11181,20170706,10809,北京卫视-高清,2017-07-06 21:05:38,2017-07-06 21:14:23,0.1458,525.0
22082,11181,20170706,10809,北京卫视-高清,2017-07-06 21:14:21,2017-07-06 21:50:30,0.6025,2169.0
22083,11181,20170707,10809,北京卫视-高清,2017-07-07 20:42:14,2017-07-07 21:24:59,0.7125,2565.0
22084,11181,20170707,10809,北京卫视-高清,2017-07-07 20:08:37,2017-07-07 20:42:16,0.5608,2019.0
22085,11181,20170707,10809,北京卫视-高清,2017-07-07 18:15:44,2017-07-07 19:13:00,0.9544,3436.0
22086,11181,20170707,10809,北京卫视-高清,2017-07-07 17:41:04,2017-07-07 18:15:35,0.2597,2071.0
22088,11181,20170707,10809,北京卫视-高清,2017-07-07 17:27:18,2017-07-07 17:41:05,0.2297,827.0
22089,11181,20170710,10809,东方卫视-高清,2017-07-10 08:28:16,2017-07-10 09:12:46,0.7417,2670.0
22090,11181,20170710,10809,东方卫视-高清,2017-07-10 08:25:57,2017-07-10 08:28:08,0.0364,131.0
22091,11181,20170710,10809,东方卫视-高清,2017-07-10 09:12:53,2017-07-10 09:15:52,0.0497,179.0
22092,11181,20170711,10809,东方卫视-高清,2017-07-11 09:58:57,2017-07-11 10:00:53,0.0147,116.0
22094,11181,20170711,10809,东方卫视-高清,2017-07-11 10:01:00,2017-07-11 10:03:36,0.0433,156.0
22095,11181,20170711,10809,北京卫视-高清,2017-07-11 09:03:37,2017-07-11 09:05:33,0.0322,116.0
22096,11181,20170711,10809,北京卫视-高清,2017-07-11 08:20:47,2017-07-11 09:02:58,0.7031,2531.0
22097,11181,20170711,10809,北京卫视-高清,2017-07-11 09:05:39,2017-07-11 09:58:22,0.8786,3163.0
22098,11181,20170716,10809,北京卫视-高清,2017-07-16 20:18:30,2017-07-16 20:34:22,0.2644,952.0
22099,11181,20170716,10809,北京卫视-高清,2017-07-16 19:24:11,2017-07-16 20:17:24,0.29,3193.0
22101,11181,20170716,10809,北京卫视-高清,2017-07-16 18:42:22,2017-07-16 19:22:49,0.6742,2427.0
22102,11181,20170716,10809,北京卫视-高清,2017-07-16 16:33:51,2017-07-16 17:11:48,0.6325,2277.0
22103,11181,20170716,10809,北京卫视-高清,2017-07-16 16:18:45,2017-07-16 16:33:23,0.2439,878.0
22104,11181,20170716,10809,北京卫视-高清,2017-07-16 17:11:47,2017-07-16 17:29:32,0.2958,1065.0
22105,11181,20170716,10809,北京卫视-高清,2017-07-16 17:29:31,2017-07-16 18:41:37,0.6936,4326.0
22107,11181,20170716,10809,北京卫视-高清,2017-07-16 10:40:28,2017-07-16 10:41:54,0.0239,86.0
22108,11181,20170716,10809,北京卫视-高清,2017-07-16 10:42:21,2017-07-16 11:00:19,0.2994,1078.0
22109,11181,20170716,10809,北京卫视-高清,2017-07-16 11:40:46,2017-07-16 15:13:47,1.2297,12781.0
22112,11181,20170716,10809,北京卫视-高清,2017-07-16 11:00:51,2017-07-16 11:40:47,0.6656,2396.0
22113,11181,20170717,10809,东方卫视-高清,2017-07-17 21:52:21,2017-07-17 21:53:48,0.0242,87.0
22114,11181,20170717,10809,北京卫视-高清,2017-07-17 20:23:00,2017-07-17 20:24:21,0.0225,81.0
22115,11181,20170717,10809,北京卫视-高清,2017-07-17 16:40:25,2017-07-17 20:23:00,0.3833,13355.0
22118,11181,20170717,10809,北京卫视-高清,2017-07-17 15:39:40,2017-07-17 16:13:35,0.2264,2035.0
22120,11181,20170717,10809,东方卫视-高清,2017-07-17 12:37:26,2017-07-17 12:41:13,0.0631,227.0
22121,11181,20170717,10809,北京卫视-高清,2017-07-17 12:42:31,2017-07-17 12:43:32,0.0169,61.0
22122,11181,20170717,10809,东方卫视-高清,2017-07-17 11:27:46,2017-07-17 11:48:50,0.3511,1264.0
22123,11181,20170717,10809,东方卫视-高清,2017-07-17 11:25:32,2017-07-17 11:27:40,0.0356,128.0
22124,11181,20170717,10809,东方卫视-高清,2017-07-17 12:09:19,2017-07-17 12:37:19,0.4667,1680.0
22125,11181,20170717,10809,北京卫视-高清,2017-07-17 11:49:46,2017-07-17 12:07:36,0.1267,1070.0
22127,11181,20170717,10809,东方卫视-高清,2017-07-17 10:42:29,2017-07-17 11:25:19,0.7139,2570.0
22128,11181,20170717,10809,东方卫视-高清,2017-07-17 09:27:18,2017-07-17 10:42:30,0.7083,4512.0
22130,11181,20170717,10809,东方卫视-高清,2017-07-17 09:25:30,2017-07-17 09:27:11,0.0281,101.0
22131,11181,20170718,10809,北京卫视-高清,2017-07-18 18:41:48,2017-07-18 19:20:13,0.6403,2305.0
22132,11181,20170718,10809,北京卫视-高清,2017-07-18 19:20:11,2017-07-18 19:32:30,0.2053,739.0
22133,11181,20170718,10809,北京卫视-高清,2017-07-18 17:50:03,2017-07-18 17:58:38,0.1431,515.0
22134,11181,20170718,10809,北京卫视-高清,2017-07-18 17:59:24,2017-07-18 18:41:27,0.6908,2523.0
22136,11181,20170718,10809,北京卫视-高清,2017-07-18 13:29:23,2017-07-18 17:50:04,1.8344,15641.0
22139,11181,20170718,10809,北京卫视-高清,2017-07-18 12:03:19,2017-07-18 12:25:55,0.3767,1356.0
22140,11181,20170718,10809,北京卫视-高清,2017-07-18 12:25:53,2017-07-18 13:29:24,1.0586,3811.0
22141,11181,20170720,10809,安徽卫视-高清,2017-07-20 18:13:13,2017-07-20 18:42:26,0.4869,1753.0
22142,11181,20170720,10809,安徽卫视-高清,2017-07-20 16:04:25,2017-07-20 16:36:04,0.5275,1899.0
22143,11181,20170720,10809,安徽卫视-高清,2017-07-20 16:49:15,2017-07-20 17:20:50,0.5264,1895.0
22144,11181,20170720,10809,安徽卫视-高清,2017-07-20 17:32:37,2017-07-20 18:13:14,0.2206,2437.0
22146,11181,20170720,10809,安徽卫视-高清,2017-07-20 17:20:49,2017-07-20 17:32:39,0.1972,710.0
22147,11181,20170720,10809,安徽卫视-高清,2017-07-20 16:36:03,2017-07-20 16:49:17,0.2206,794.0
22148,11181,20170720,10809,东方卫视-高清,2017-07-20 10:43:26,2017-07-20 10:52:22,0.1489,536.0
22149,11181,20170720,10809,东方卫视-高清,2017-07-20 10:52:28,2017-07-20 11:00:44,0.1378,496.0
22150,11181,20170720,10809,东方卫视-高清,2017-07-20 10:01:28,2017-07-20 10:43:19,0.6975,2511.0
22151,11181,20170720,10809,北京卫视-高清,2017-07-20 09:19:28,2017-07-20 09:24:24,0.0822,296.0
22152,11181,20170720,10809,东方卫视-高清,2017-07-20 09:24:22,2017-07-20 10:01:22,0.0228,2220.0
22154,11181,20170720,10809,安徽卫视-高清,2017-07-20 18:42:24,2017-07-20 19:24:03,0.6942,2499.0
22155,11181,20170723,10809,安徽卫视-高清,2017-07-23 15:37:46,2017-07-23 16:25:55,0.3706,2889.0
22156,11181,20170723,10809,安徽卫视-高清,2017-07-23 11:03:14,2017-07-23 11:55:01,0.8631,3107.0
22157,11181,20170723,10809,安徽卫视-高清,2017-07-23 09:35:18,2017-07-23 10:11:54,0.1983,2196.0
22159,11181,20170723,10809,安徽卫视-高清,2017-07-23 10:11:53,2017-07-23 11:03:16,0.8564,3083.0
22160,11181,20170723,10809,安徽卫视-高清,2017-07-23 09:19:00,2017-07-23 09:35:20,0.2722,980.0
22161,11181,20170723,10809,安徽卫视-高清,2017-07-23 20:03:48,2017-07-23 20:07:02,0.0539,194.0
22162,11181,20170723,10809,安徽卫视-高清,2017-07-23 18:46:35,2017-07-23 20:03:50,0.0639,4635.0
22164,11181,20170723,10809,安徽卫视-高清,2017-07-23 17:11:36,2017-07-23 17:48:04,0.6078,2188.0
22165,11181,20170723,10809,安徽卫视-高清,2017-07-23 17:48:04,2017-07-23 18:06:04,0.1011,1080.0
22167,11181,20170723,10809,安徽卫视-高清,2017-07-23 16:25:54,2017-07-23 16:30:31,0.0769,277.0
22168,11181,20170723,10809,安徽卫视-高清,2017-07-23 18:06:02,2017-07-23 18:46:36,0.6761,2434.0
22169,11181,20170723,10809,安徽卫视-高清,2017-07-23 16:30:29,2017-07-23 17:11:38,0.6858,2469.0
22171,11181,20170724,10809,安徽卫视-高清,2017-07-24 11:33:23,2017-07-24 11:47:24,0.2336,841.0
22172,11181,20170724,10809,安徽卫视-高清,2017-07-24 09:39:00,2017-07-24 10:01:47,0.0297,1367.0
22174,11181,20170724,10809,安徽卫视-高清,2017-07-24 10:48:02,2017-07-24 11:32:37,0.7431,2675.0
22175,11181,20170724,10809,安徽卫视-高清,2017-07-24 10:01:46,2017-07-24 10:48:03,0.7714,2777.0
22176,11181,20170724,10809,安徽卫视-高清,2017-07-24 09:33:03,2017-07-24 09:38:48,0.0958,345.0
22177,11181,20170724,10809,安徽卫视-高清,2017-07-24 08:56:16,2017-07-24 09:32:17,0.6003,2161.0
22178,11181,20170724,10809,安徽卫视-高清,2017-07-24 12:40:49,2017-07-24 13:19:38,0.6469,2329.0
22179,11181,20170724,10809,安徽卫视-高清,2017-07-24 11:47:46,2017-07-24 12:26:48,0.4467,2342.0
22181,11181,20170724,10809,安徽卫视-高清,2017-07-24 12:26:47,2017-07-24 12:40:42,0.2319,835.0
22182,11181,20170725,10809,安徽卫视-高清,2017-07-25 13:57:46,2017-07-25 14:38:45,0.6458,2459.0
22184,11181,20170725,10809,安徽卫视-高清,2017-07-25 13:14:25,2017-07-25 13:57:15,0.7139,2570.0
22185,11181,20170725,10809,安徽卫视-高清,2017-07-25 12:48:16,2017-07-25 13:14:26,0.4361,1570.0
22186,11181,20170725,10809,安徽卫视-高清,2017-07-25 12:07:58,2017-07-25 12:48:18,0.6722,2420.0
22187,11181,20170725,10809,安徽卫视-高清,2017-07-25 09:40:08,2017-07-25 10:13:36,0.2267,2008.0
22189,11181,20170725,10809,安徽卫视-高清,2017-07-25 10:16:20,2017-07-25 10:34:06,0.2961,1066.0
22190,11181,20170725,10809,安徽卫视-高清,2017-07-25 10:13:51,2017-07-25 10:16:13,0.0394,142.0
22191,11181,20170725,10809,安徽卫视-高清,2017-07-25 11:19:13,2017-07-25 12:07:59,0.1331,2926.0
22193,11181,20170725,10809,安徽卫视-高清,2017-07-25 10:48:09,2017-07-25 11:18:22,0.5036,1813.0
22194,11181,20170725,10809,安徽卫视-高清,2017-07-25 09:02:55,2017-07-25 09:30:57,0.4672,1682.0
22195,11181,20170725,10809,安徽卫视-高清,2017-07-25 09:31:23,2017-07-25 09:39:58,0.1431,515.0
22196,11181,20170726,10809,安徽卫视-高清,2017-07-26 13:32:23,2017-07-26 14:20:39,0.3442,2896.0
22198,11181,20170726,10809,安徽卫视-高清,2017-07-26 14:20:36,2017-07-26 15:01:25,0.6803,2449.0
22199,11181,20170726,10809,安徽卫视-高清,2017-07-26 11:48:07,2017-07-26 13:32:24,1.54,6257.0
22201,11181,20170726,10809,北京卫视-高清,2017-07-26 08:48:28,2017-07-26 11:47:25,1.7903,10737.0
22203,11181,20170726,10809,北京卫视-高清,2017-07-26 08:44:18,2017-07-26 08:46:03,0.0292,105.0
22204,11181,20170726,10809,北京卫视-高清,2017-07-26 08:46:01,2017-07-26 08:47:58,0.0325,117.0
22205,11181,20170726,10809,安徽卫视-高清,2017-07-26 17:03:03,2017-07-26 17:36:54,0.5642,2031.0
22206,11181,20170726,10809,安徽卫视-高清,2017-07-26 16:39:46,2017-07-26 17:03:04,0.3883,1398.0
22207,11181,20170726,10809,安徽卫视-高清,2017-07-26 15:54:27,2017-07-26 16:39:47,0.6631,2720.0
22209,11181,20170726,10809,安徽卫视-高清,2017-07-26 15:01:24,2017-07-26 15:54:29,0.8847,3185.0
22210,11181,20170808,10809,宁夏卫视,2017-08-08 17:03:35,2017-08-08 18:04:18,0.9403,3643.0
22211,11181,20170808,10809,宁夏卫视,2017-08-08 16:24:58,2017-08-08 17:03:35,0.6436,2317.0
22212,11181,20170808,10809,宁夏卫视,2017-08-08 18:07:32,2017-08-08 18:45:18,0.6294,2266.0
22214,11181,20170812,10809,宁夏卫视,2017-08-12 21:50:29,2017-08-12 22:02:16,0.0378,707.0
22216,11181,20170812,10809,宁夏卫视,2017-08-12 21:17:09,2017-08-12 21:50:31,0.5561,2002.0
22217,11181,20170812,10809,湖南卫视-高清,2017-08-12 18:23:37,2017-08-12 18:56:13,0.5433,1956.0
22218,11181,20170812,10809,湖南卫视-高清,2017-08-12 19:02:01,2017-08-12 21:13:09,0.9664,7868.0
22220,11181,20170812,10809,湖南卫视-高清,2017-08-12 18:56:12,2017-08-12 19:02:02,0.0972,350.0
22221,11181,20170812,10809,湖南卫视-高清,2017-08-12 16:35:23,2017-08-12 18:23:30,0.3917,6487.0
22223,11181,20170812,10809,湖南卫视-高清,2017-08-12 16:32:38,2017-08-12 16:34:26,0.03,108.0
22224,11181,20170812,10809,东方卫视-高清,2017-08-12 13:11:49,2017-08-12 16:10:42,0.1783,10733.0
22227,11181,20170812,10809,东方卫视-高清,2017-08-12 10:52:56,2017-08-12 10:55:36,0.0444,160.0
22228,11181,20170813,10809,宁夏卫视,2017-08-13 21:18:19,2017-08-13 21:48:35,0.5044,1816.0
22229,11181,20170813,10809,江苏卫视-高清,2017-08-13 20:20:53,2017-08-13 20:22:40,0.0297,107.0
22230,11181,20170813,10809,江苏卫视-高清,2017-08-13 20:22:47,2017-08-13 21:03:04,0.6714,2417.0
22231,11181,20170813,10809,江苏卫视-高清,2017-08-13 21:03:04,2017-08-13 21:17:39,0.2431,875.0
22232,11181,20170813,10809,湖南卫视-高清,2017-08-13 18:10:58,2017-08-13 18:51:29,0.6753,2431.0
22233,11181,20170813,10809,湖南卫视-高清,2017-08-13 17:13:37,2017-08-13 18:10:59,0.1831,3442.0
22235,11181,20170813,10809,湖南卫视-高清,2017-08-13 15:30:07,2017-08-13 17:13:39,1.2275,6212.0
22237,11181,20170813,10809,湖南卫视-高清,2017-08-13 15:16:34,2017-08-13 15:30:08,0.2261,814.0
22238,11181,20170813,10809,湖南卫视-高清,2017-08-13 09:05:55,2017-08-13 09:48:44,0.7136,2569.0
22239,11181,20170815,10809,湖南卫视-高清,2017-08-15 19:04:19,2017-08-15 19:08:02,0.0619,223.0
