,设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,观看时长
29697,11092,20170919,精彩点,同盟,2017-09-19 19:54:45,2017-09-19 20:40:33,10965,2748.0
29698,11092,20170920,精彩点,同盟,2017-09-20 19:53:33,2017-09-20 20:34:27,10965,2454.0
29699,11092,20170920,精彩点,同盟,2017-09-20 20:34:26,2017-09-20 21:25:13,10965,3047.0
29700,11092,20170922,精彩点,哆啦A梦：新？大雄的日本诞生,2017-09-22 18:00:41,2017-09-22 18:49:48,10965,2947.0
29701,11092,20170922,热点专题,我是特种兵之利刃出鞘,2017-09-22 19:41:13,2017-09-22 19:42:13,10965,60.0
29702,11092,20170922,精彩点,龙珠Z：复活的弗利萨,2017-09-22 19:01:09,2017-09-22 19:32:09,10965,1860.0
29703,11092,20170922,精彩点,使徒行者2,2017-09-21 21:44:11,2017-09-22 11:46:30,10965,50539.0
29705,11092,20170922,精彩点,双子神偷,2017-09-22 19:32:07,2017-09-22 19:33:19,10965,72.0
29706,11092,20170922,热点专题,我是特种兵之利刃出鞘,2017-09-22 19:42:25,2017-09-22 19:45:56,10965,211.0
29707,11092,20170922,热点专题,我是特种兵之利刃出鞘,2017-09-22 19:46:35,2017-09-22 19:54:50,10965,495.0
29710,11092,20170922,热点专题,盗梦空间,2017-09-22 19:33:18,2017-09-22 19:34:56,10965,98.0
29711,11092,20170922,热点专题,我是特种兵之利刃出鞘,2017-09-22 19:35:44,2017-09-22 19:41:14,10965,330.0
29712,11092,20170923,精彩点,使徒行者2,2017-09-22 23:49:18,2017-09-23 00:31:52,10965,2554.0
29713,11092,20170923,动漫剧场,排球少年 第三季,2017-09-23 22:44:14,2017-09-23 22:58:34,10965,860.0
29714,11092,20170923,精彩点,那年花开月正圆,2017-09-23 18:58:31,2017-09-23 21:06:01,10965,7650.0
29715,11092,20170923,精彩点,擒狼,2017-09-23 22:59:26,2017-09-23 23:45:02,10965,2736.0
29716,11092,20170923,院线大片,哆啦A梦：大雄的南极冰冰凉大冒险,2017-09-23 21:07:08,2017-09-23 22:44:15,10965,5827.0
29719,11092,20170923,精彩点,那年花开月正圆,2017-09-23 18:22:11,2017-09-23 18:58:33,10965,2182.0
29720,11092,20170923,精彩点,使徒行者2,2017-09-23 00:31:58,2017-09-23 08:08:00,10965,27362.0
29721,11092,20170924,精彩点,那年花开月正圆,2017-09-24 00:21:14,2017-09-24 11:33:34,10965,40340.0
29722,11092,20170924,精彩点,那年花开月正圆,2017-09-24 11:33:43,2017-09-24 12:12:35,10965,2332.0
29723,11092,20170924,精彩点,那年花开月正圆,2017-09-24 00:18:57,2017-09-24 00:20:29,10965,92.0
29724,11092,20170924,精彩点,那年花开月正圆,2017-09-24 12:55:48,2017-09-24 13:29:33,10965,2025.0
29725,11092,20170924,精彩点,使徒行者2,2017-09-24 16:26:42,2017-09-24 19:02:33,10965,9351.0
29726,11092,20170924,精彩点,那年花开月正圆,2017-09-24 12:12:34,2017-09-24 12:55:49,10965,2595.0
29727,11092,20170925,精彩点,使徒行者2,2017-09-25 20:21:31,2017-09-25 21:14:45,10965,3194.0
29728,11092,20170925,精彩点,使徒行者2,2017-09-25 21:15:14,2017-09-25 22:00:37,10965,2723.0
29729,11092,20170925,精彩点,使徒行者2,2017-09-25 22:00:46,2017-09-25 22:50:05,10965,2959.0
29730,11092,20170925,精彩点,疯狂原始人,2017-09-24 20:02:54,2017-09-25 12:10:37,10965,58063.0
29732,11092,20170926,精彩点,使徒行者2,2017-09-25 22:50:03,2017-09-26 11:39:31,10965,46168.0
29733,11092,20170926,精彩点,使徒行者2,2017-09-26 17:57:02,2017-09-26 18:36:13,10965,2351.0
29734,11092,20170929,精彩点,那年花开月正圆,2017-09-29 21:07:44,2017-09-29 21:47:55,10965,2411.0
29735,11092,20170929,精彩点,那年花开月正圆,2017-09-29 17:11:12,2017-09-29 17:53:07,10965,2515.0
29736,11092,20170929,精彩点,那年花开月正圆,2017-09-29 17:53:05,2017-09-29 20:52:37,10965,10772.0
29737,11092,20170929,精彩点,那年花开月正圆,2017-09-29 22:49:44,2017-09-29 23:39:20,10965,2976.0
29738,11092,20170929,精彩点,那年花开月正圆,2017-09-29 21:48:02,2017-09-29 22:49:39,10965,3697.0
29739,11092,20170930,精彩点,使徒行者2,2017-09-30 18:24:18,2017-09-30 19:05:06,10965,2448.0
29740,11092,20170930,精彩点,使徒行者2,2017-09-30 19:05:04,2017-09-30 20:14:59,10965,4195.0
29741,11092,20170930,精彩点,使徒行者2,2017-09-30 20:15:06,2017-09-30 20:56:07,10965,2461.0
29742,11092,20170930,精彩点,那年花开月正圆,2017-09-30 10:26:49,2017-09-30 18:23:17,10965,28588.0
29743,11092,20170930,精彩点,那年花开月正圆,2017-09-30 00:16:34,2017-09-30 10:26:33,10965,36599.0
29744,11092,20170930,精彩点,那年花开月正圆,2017-09-29 23:39:27,2017-09-30 00:16:35,10965,2228.0
29745,11095,20170714,免费睇,卧虎藏龙,2017-07-14 12:46:30,2017-07-14 12:49:37,10196,187.0
29746,11095,20170725,免费睇,速度与激情5,2017-07-25 19:45:05,2017-07-25 21:47:52,10196,7367.0
29747,11095,20170726,免费睇,致命紫罗兰,2017-07-26 19:34:20,2017-07-26 20:07:42,10196,2002.0
29748,11095,20170805,动漫剧场,博人传 火影忍者新时代,2017-08-05 13:17:19,2017-08-05 13:18:46,10196,87.0
29749,11095,20170805,动漫剧场,博人传 火影忍者新时代,2017-08-05 13:24:26,2017-08-05 13:31:58,10196,452.0
29750,11095,20170805,动漫剧场,博人传 火影忍者新时代,2017-08-05 13:34:05,2017-08-05 13:36:32,10196,147.0
29751,11095,20170805,动漫剧场,博人传 火影忍者新时代,2017-08-05 13:13:39,2017-08-05 13:16:55,10196,196.0
29752,11095,20170812,免费睇,机动部队-警例,2017-08-12 22:25:57,2017-08-12 22:53:23,10196,1646.0
29753,11095,20170820,免费睇,关云长,2017-08-20 18:28:57,2017-08-20 20:14:57,10196,6360.0
29754,11095,20170824,免费睇,石破天惊,2017-08-24 20:06:24,2017-08-24 21:35:13,10196,5329.0
29756,11095,20170824,免费睇,石破天惊,2017-08-24 21:35:10,2017-08-24 22:08:51,10196,2021.0
29758,11095,20170826,免费睇,猎魔侠,2017-08-26 20:03:37,2017-08-26 21:47:34,10196,6237.0
29759,11095,20170826,免费睇,猎魔侠,2017-08-26 21:47:34,2017-08-26 22:03:48,10196,974.0
29760,11095,20170826,免费睇,猎魔侠,2017-08-26 19:16:25,2017-08-26 20:03:38,10196,2833.0
29764,11095,20170830,免费睇,让子弹飞,2017-08-30 19:38:53,2017-08-30 21:48:20,10196,7767.0
29765,11095,20170901,免费睇,画皮,2017-09-01 20:02:19,2017-09-01 20:50:59,10196,2920.0
29766,11095,20170901,免费睇,画皮,2017-09-01 20:58:04,2017-09-01 21:29:33,10196,1889.0
29767,11095,20170901,免费睇,画皮,2017-09-01 21:29:32,2017-09-01 22:10:53,10196,2481.0
29768,11095,20170916,免费睇,天地大冲撞,2017-09-16 19:00:19,2017-09-16 20:53:38,10196,6799.0
29769,11095,20170917,免费睇,飞越老人院,2017-09-17 20:28:50,2017-09-17 20:31:24,10196,154.0
29770,11095,20170926,免费睇,一球成名,2017-09-26 18:33:53,2017-09-26 20:16:14,10196,6141.0
29771,11095,20170926,免费睇,一球成名,2017-09-26 20:16:28,2017-09-26 20:21:55,10196,327.0
29772,11096,20170704,精彩点,06月03日 旅途的花样：林志玲带队首当团长,2017-07-04 12:51:52,2017-07-04 13:43:03,10955,3071.0
29773,11096,20170719,精彩点,阿爷厨房2,2017-07-19 16:56:39,2017-07-19 17:18:12,10955,1293.0
29774,11096,20170725,精彩点,赌城群英会,2017-07-25 18:58:52,2017-07-25 19:31:09,10955,1937.0
29775,11096,20170725,精彩点,赌城群英会,2017-07-25 18:57:53,2017-07-25 18:58:54,10955,61.0
29776,11096,20170726,精彩点,06月21日 金星秀：男神蔡国庆谈家庭趣事,2017-07-26 21:01:46,2017-07-26 21:23:59,10955,1333.0
29777,11096,20170726,精彩点,07月12日 金星秀：殷桃登金星秀“征婚”,2017-07-26 18:48:18,2017-07-26 19:45:15,10955,3417.0
29778,11096,20170726,精彩点,07月22日 中餐厅：赵薇晓明“相爱相杀”,2017-07-26 19:45:42,2017-07-26 21:00:47,10955,4505.0
29779,11096,20170726,精彩点,剃刀边缘,2017-07-26 22:12:07,2017-07-26 22:16:15,10955,248.0
29780,11096,20170726,精彩点,07月22日 旅途的花样：李治廷变“剑侠”,2017-07-26 18:47:04,2017-07-26 18:48:19,10955,75.0
29781,11096,20170729,精彩点,阿爷厨房2,2017-07-29 19:22:12,2017-07-29 19:28:20,10955,368.0
29782,11096,20170729,精彩点,光荣绽放：袁泉-女人敢于选择,2017-07-29 19:33:48,2017-07-29 19:50:12,10955,984.0
29783,11096,20170729,精彩点,光荣绽放：袁泉-女人敢于选择,2017-07-29 19:50:10,2017-07-29 22:03:47,10955,8017.0
29784,11096,20170801,精彩点,赌城群英会,2017-08-01 21:17:07,2017-08-01 21:18:12,10955,65.0
29785,11096,20170801,精彩点,年代大激斗：登上香港仔“丽家”艇,2017-08-01 21:18:10,2017-08-01 21:28:42,10955,632.0
29786,11096,20170801,精彩点,火星情报局 第二季,2017-08-01 21:16:02,2017-08-01 21:17:08,10955,66.0
29787,11096,20170817,精彩点,08月11日 我想见到你：神秘任务引苏有朋落泪,2017-08-17 13:38:18,2017-08-17 13:39:29,10955,71.0
29788,11096,20170818,精彩点,我们的爱,2017-08-18 18:42:05,2017-08-18 20:15:23,10955,5598.0
29789,11096,20170821,精彩点,同盟,2017-08-21 20:21:38,2017-08-21 21:04:05,10955,2547.0
29790,11096,20170821,精彩点,同盟,2017-08-21 18:51:38,2017-08-21 19:39:54,10955,2896.0
29791,11096,20170821,精彩点,同盟,2017-08-21 19:39:52,2017-08-21 20:21:33,10955,2501.0
29793,11096,20170826,精彩点,08月25日 天天向上：高颜值警察齐聚一堂,2017-08-26 22:04:31,2017-08-26 22:07:47,10955,196.0
29794,11096,20170903,精彩点,09月02日 中餐厅：周冬雨晋级“真主厨”,2017-09-03 20:30:15,2017-09-03 22:22:15,10955,6720.0
29795,11096,20170903,精彩点,09月02日 中餐厅：周冬雨晋级“真主厨”,2017-09-03 22:22:28,2017-09-03 22:26:53,10955,265.0
29796,11096,20170903,精彩点,阿爷厨房2,2017-09-03 13:13:19,2017-09-03 13:33:41,10955,1222.0
29797,11096,20170903,精彩点,09月01日 极速前进 第四季：回忆杀！贾静雯古装扮相再现舞台,2017-09-03 18:46:39,2017-09-03 20:30:00,10955,6201.0
29798,11096,20170903,精彩点,阿爷厨房2,2017-09-03 13:33:40,2017-09-03 18:46:24,10955,18764.0
29799,11096,20170903,精彩点,踩过界,2017-09-03 10:00:56,2017-09-03 13:10:59,10955,11403.0
29800,11096,20170909,热点专题,单身男女,2017-09-09 18:01:27,2017-09-09 18:08:16,10955,409.0
29801,11096,20170909,精彩点,08月09日 金星秀：雷佳音魔性笑声遭调侃,2017-09-09 18:15:47,2017-09-09 19:24:23,10955,4116.0
29802,11096,20170909,精彩点,神奇四侠1,2017-09-09 18:09:49,2017-09-09 18:15:48,10955,359.0
29803,11096,20170909,精彩点,重返20岁,2017-09-09 17:24:53,2017-09-09 17:58:47,10955,2034.0
29805,11096,20170909,热点专题,怪兽电力公司,2017-09-09 18:08:14,2017-09-09 18:09:50,10955,96.0
29808,11096,20170910,精彩点,嫁到这世界边端,2017-09-10 13:58:17,2017-09-10 14:18:48,10955,1231.0
29809,11096,20170910,精彩点,阿妈教落食平D,2017-09-10 15:44:24,2017-09-10 16:03:03,10955,1119.0
29810,11096,20170910,精彩点,嫁到这世界边端,2017-09-10 12:55:29,2017-09-10 13:16:06,10955,1237.0
29811,11096,20170910,精彩点,嫁到这世界边端,2017-09-10 13:37:45,2017-09-10 13:58:12,10955,1227.0
29812,11096,20170910,精彩点,吃吃的爱,2017-09-10 16:09:05,2017-09-10 16:14:11,10955,306.0
29813,11096,20170910,精彩点,嫁到这世界边端,2017-09-10 14:18:54,2017-09-10 14:39:26,10955,1232.0
29814,11096,20170910,精彩点,打工捱世界Ⅱ,2017-09-10 14:39:39,2017-09-10 14:59:40,10955,1201.0
29815,11096,20170910,精彩点,阿妈教落食平D,2017-09-10 16:07:44,2017-09-10 16:09:06,10955,82.0
29818,11096,20170910,精彩点,打工捱世界Ⅱ,2017-09-10 15:21:14,2017-09-10 15:44:15,10955,1381.0
29820,11096,20170910,精彩点,嫁到这世界边端,2017-09-10 13:16:32,2017-09-10 13:37:35,10955,1263.0
29821,11096,20170910,精彩点,阿妈教落食平D,2017-09-10 16:03:02,2017-09-10 16:07:08,10955,246.0
29822,11096,20170910,精彩点,打工捱世界Ⅱ,2017-09-10 14:59:52,2017-09-10 15:21:05,10955,1273.0
29825,11096,20170911,精彩点,09月08日 极速前进 第四季：贾静雯入水逆局舞狮崩溃,2017-09-11 19:19:28,2017-09-11 20:12:18,10955,3170.0
29826,11096,20170911,精彩点,09月09日 中餐厅：黄晓明“新官上任”获赞,2017-09-11 20:13:30,2017-09-11 21:34:54,10955,4884.0
29827,11096,20170913,精彩点,09月03日 蒙面唱将猜猜猜 第二季：真假黄晓明难倒猜评团,2017-09-13 19:06:58,2017-09-13 21:25:47,10955,8329.0
29828,11096,20170921,精彩点,09月16日 中餐厅：赵薇接任“主厨”遇岛主光临,2017-09-21 22:15:09,2017-09-21 22:33:49,10955,1120.0
29829,11096,20170923,精彩点,09月22日 极速前进 第四季：潜水女神贾静雯,2017-09-23 18:53:19,2017-09-23 21:26:07,10955,9168.0
29830,11098,20170701,精彩点,神奇四侠2,2017-07-01 12:59:01,2017-07-01 14:05:59,11094,4018.0
29832,11098,20170701,精彩点,神奇四侠2,2017-06-30 23:49:43,2017-07-01 00:11:00,11094,1277.0
29834,11098,20170702,精彩点,换爱七日,2017-07-02 23:08:23,2017-07-02 23:46:01,11094,2258.0
29836,11098,20170705,精彩点,不期而遇,2017-07-05 19:56:52,2017-07-05 20:05:01,11094,489.0
29838,11098,20170705,热点专题,黑夜传说4：觉醒,2017-07-05 20:05:00,2017-07-05 21:25:23,11094,4823.0
29839,11098,20170705,精彩点,摆渡人,2017-07-05 18:05:50,2017-07-05 19:56:53,11094,6663.0
29841,11098,20170706,热点专题,极限特工,2017-07-06 19:14:20,2017-07-06 19:24:56,11094,636.0
29843,11098,20170708,精彩点,黄金大劫案,2017-07-08 18:25:40,2017-07-08 18:26:41,11094,61.0
29845,11098,20170709,精彩点,王牌逗王牌,2017-07-09 02:00:48,2017-07-09 02:01:54,11094,66.0
29846,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 16:48:29,2017-07-09 18:00:01,11094,4292.0
29847,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 13:03:55,2017-07-09 13:45:46,11094,2511.0
29848,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 15:18:26,2017-07-09 16:04:20,11094,2754.0
29849,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 22:45:14,2017-07-09 22:50:19,11094,305.0
29850,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 20:31:57,2017-07-09 20:42:33,11094,636.0
29851,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 13:45:44,2017-07-09 13:49:40,11094,236.0
29852,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 13:49:39,2017-07-09 14:33:50,11094,2651.0
29853,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 02:03:13,2017-07-09 02:49:25,11094,2772.0
29854,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 19:05:47,2017-07-09 20:31:59,11094,5172.0
29855,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 22:03:56,2017-07-09 22:44:27,11094,2431.0
29856,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 22:50:17,2017-07-09 23:27:53,11094,2256.0
29857,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 12:50:51,2017-07-09 13:03:57,11094,786.0
29858,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 16:04:18,2017-07-09 16:48:30,11094,2652.0
29859,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 21:23:48,2017-07-09 22:03:58,11094,2410.0
29860,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 14:33:48,2017-07-09 15:18:27,11094,2679.0
29861,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 18:00:50,2017-07-09 19:05:39,11094,3889.0
29863,11098,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 20:42:32,2017-07-09 21:23:50,11094,2478.0
29864,11098,20170710,精彩点,大军师司马懿之军师联盟,2017-07-09 23:27:52,2017-07-10 00:36:32,11094,4120.0
29865,11098,20170710,精彩点,大军师司马懿之军师联盟,2017-07-10 00:36:40,2017-07-10 01:20:29,11094,2629.0
29866,11098,20170710,精彩点,大军师司马懿之军师联盟,2017-07-10 01:20:27,2017-07-10 02:06:50,11094,2783.0
29867,11098,20170711,精彩点,大军师司马懿之军师联盟,2017-07-11 01:18:40,2017-07-11 01:20:12,11094,92.0
29868,11098,20170711,精彩点,大军师司马懿之军师联盟,2017-07-11 00:35:08,2017-07-11 01:18:42,11094,2614.0
29869,11098,20170711,精彩点,大军师司马懿之军师联盟,2017-07-11 01:20:10,2017-07-11 03:53:52,11094,9222.0
29870,11098,20170712,精彩点,大军师司马懿之军师联盟,2017-07-12 21:09:16,2017-07-12 21:52:02,11094,2566.0
29871,11098,20170712,精彩点,大军师司马懿之军师联盟,2017-07-12 20:02:26,2017-07-12 20:27:31,11094,1505.0
29872,11098,20170712,精彩点,大军师司马懿之军师联盟,2017-07-12 20:27:30,2017-07-12 21:08:30,11094,2460.0
29873,11098,20170713,精彩点,大军师司马懿之军师联盟,2017-07-13 20:57:48,2017-07-13 21:45:54,11094,2886.0
29874,11098,20170713,精彩点,大军师司马懿之军师联盟,2017-07-13 20:17:39,2017-07-13 20:57:50,11094,2411.0
29875,11098,20170713,精彩点,大军师司马懿之军师联盟,2017-07-13 21:46:03,2017-07-13 22:18:33,11094,1950.0
29876,11098,20170714,精彩点,大军师司马懿之军师联盟,2017-07-14 21:45:00,2017-07-14 22:28:53,11094,2633.0
29877,11098,20170714,精彩点,大军师司马懿之军师联盟,2017-07-14 22:28:52,2017-07-14 23:12:18,11094,2606.0
29878,11098,20170714,精彩点,大军师司马懿之军师联盟,2017-07-14 21:34:23,2017-07-14 21:45:01,11094,638.0
29879,11098,20170715,精彩点,醉玲珑,2017-07-15 20:49:12,2017-07-15 20:53:55,11094,283.0
29880,11098,20170715,精彩点,欢乐颂2,2017-07-15 22:53:33,2017-07-15 23:43:48,11094,3015.0
29881,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-14 23:56:31,2017-07-15 00:53:25,11094,3414.0
29882,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 19:07:43,2017-07-15 19:44:42,11094,2219.0
29883,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 17:40:49,2017-07-15 18:25:52,11094,2703.0
29884,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 18:35:07,2017-07-15 19:07:44,11094,1957.0
29885,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 20:17:00,2017-07-15 20:41:06,11094,1446.0
29886,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 18:25:50,2017-07-15 18:35:08,11094,558.0
29887,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 16:57:33,2017-07-15 17:40:50,11094,2597.0
29888,11098,20170715,精彩点,醉玲珑,2017-07-15 20:41:28,2017-07-15 20:49:14,11094,466.0
29889,11098,20170715,精彩点,大军师司马懿之军师联盟,2017-07-15 19:44:40,2017-07-15 20:17:01,11094,1941.0
29890,11098,20170716,精彩点,不期而遇,2017-07-16 10:10:56,2017-07-16 10:32:23,11094,1287.0
29891,11098,20170716,精彩点,水怪,2017-07-16 10:32:22,2017-07-16 11:09:53,11094,2251.0
29894,11098,20170717,精彩点,奔跑吧兄弟 第二季,2017-07-17 18:31:03,2017-07-17 18:32:37,11094,94.0
29895,11098,20170717,精彩点,07月07日 奔跑吧：奔跑团探班 鹿晗热巴二次元对话萌翻,2017-07-17 18:32:36,2017-07-17 18:34:37,11094,121.0
29896,11098,20170717,精彩点,反恐特战队之猎影,2017-07-17 18:34:35,2017-07-17 19:18:39,11094,2644.0
29897,11098,20170717,精彩点,机械师2：复活,2017-07-17 20:07:29,2017-07-17 21:46:45,11094,5956.0
29899,11098,20170718,精彩点,神枪手,2017-07-18 18:45:53,2017-07-18 18:58:27,11094,754.0
29901,11098,20170719,精彩点,神枪手,2017-07-18 23:04:20,2017-07-19 00:09:03,11094,3883.0
29902,11098,20170719,精彩点,神枪手,2017-07-19 01:31:46,2017-07-19 01:32:47,11094,61.0
29905,11098,20170720,精彩点,灭门,2017-07-20 22:42:36,2017-07-20 23:00:21,11094,1065.0
29906,11098,20170720,精彩点,灭门,2017-07-20 00:03:09,2017-07-20 01:04:37,11094,3688.0
29909,11098,20170722,精彩点,惩罚者2：战争特区,2017-07-22 19:09:06,2017-07-22 19:12:23,11094,197.0
29910,11098,20170722,热点专题,边境风云,2017-07-22 19:12:22,2017-07-22 19:46:47,11094,2065.0
29911,11098,20170722,精彩点,防暴部队,2017-07-22 19:46:46,2017-07-22 20:14:05,11094,1639.0
29913,11098,20170727,精彩点,雅罗斯拉夫：千年记忆,2017-07-27 18:18:36,2017-07-27 19:15:03,11094,3387.0
29915,11098,20170728,精彩点,雅罗斯拉夫：千年记忆,2017-07-28 20:10:53,2017-07-28 20:28:28,11094,1055.0
29917,11098,20170731,精彩点,绣春刀,2017-07-31 19:59:46,2017-07-31 21:52:13,11094,6747.0
29918,11098,20170802,精彩点,建国大业,2017-08-02 18:52:35,2017-08-02 19:27:39,11094,2104.0
29919,11098,20170803,热点专题,寻龙诀,2017-08-02 23:31:32,2017-08-03 00:25:53,11094,3261.0
29921,11098,20170804,精彩点,终结者2018,2017-08-04 18:27:22,2017-08-04 18:32:43,11094,321.0
29922,11098,20170804,精彩点,建国大业,2017-08-04 18:32:41,2017-08-04 20:48:54,11094,8173.0
29924,11098,20170805,今日上线,锅盖头2：战火之地,2017-08-05 13:36:50,2017-08-05 14:34:18,11094,3448.0
29925,11098,20170805,精彩点,大军师司马懿之军师联盟,2017-08-05 18:04:37,2017-08-05 18:06:48,11094,131.0
29926,11098,20170805,精彩点,我的前半生,2017-08-05 18:45:55,2017-08-05 19:35:59,11094,3004.0
29927,11098,20170805,精彩点,我的前半生,2017-08-05 18:06:47,2017-08-05 18:45:05,11094,2298.0
29928,11098,20170805,精彩点,我的前半生,2017-08-05 20:17:07,2017-08-05 21:00:16,11094,2589.0
29929,11098,20170805,精彩点,我的前半生,2017-08-05 19:36:44,2017-08-05 20:17:02,11094,2418.0
29931,11098,20170806,精彩点,我的前半生,2017-08-06 10:25:09,2017-08-06 11:06:56,11094,2507.0
29932,11098,20170806,精彩点,搏击迷城,2017-08-06 13:06:16,2017-08-06 13:07:24,11094,68.0
29933,11098,20170806,精彩点,搏击迷城,2017-08-06 11:31:26,2017-08-06 11:36:30,11094,304.0
29936,11098,20170806,精彩点,我的前半生,2017-08-06 11:07:05,2017-08-06 11:30:21,11094,1396.0
29937,11098,20170806,精彩点,我的前半生,2017-08-06 09:52:28,2017-08-06 10:24:23,11094,1915.0
29938,11098,20170808,精彩点,国王的选择,2017-08-08 18:31:02,2017-08-08 18:56:12,11094,1510.0
29939,11098,20170808,精彩点,锅盖头2：战火之地,2017-08-08 21:31:22,2017-08-08 21:48:01,11094,999.0
29940,11098,20170808,精彩点,锅盖头2：战火之地,2017-08-08 18:56:10,2017-08-08 20:05:19,11094,4149.0
29942,11098,20170808,今日上线,痞子大逃亡,2017-08-08 18:24:32,2017-08-08 18:31:03,11094,391.0
29944,11098,20170810,精彩点,醉玲珑,2017-08-10 20:47:43,2017-08-10 21:33:18,11094,2735.0
29945,11098,20170810,精彩点,新女儿灵界替身,2017-08-10 19:22:45,2017-08-10 19:32:56,11094,611.0
29946,11098,20170810,精彩点,醉玲珑,2017-08-10 22:07:48,2017-08-10 22:49:03,11094,2475.0
29947,11098,20170810,精彩点,醉玲珑,2017-08-10 20:17:27,2017-08-10 20:47:44,11094,1817.0
29948,11098,20170810,精彩点,醉玲珑,2017-08-10 21:33:27,2017-08-10 22:07:39,11094,2052.0
29950,11098,20170810,精彩点,醉玲珑,2017-08-10 19:32:54,2017-08-10 20:17:16,11094,2662.0
29951,11098,20170812,精彩点,醉玲珑,2017-08-12 17:49:32,2017-08-12 18:05:49,11094,977.0
29952,11098,20170812,精彩点,上古情歌,2017-08-12 20:03:08,2017-08-12 20:05:09,11094,121.0
29953,11098,20170812,精彩点,破坏者,2017-08-12 21:09:40,2017-08-12 21:14:28,11094,288.0
29954,11098,20170812,精彩点,醉玲珑,2017-08-12 15:32:44,2017-08-12 16:25:39,11094,3175.0
29955,11098,20170812,精彩点,醉玲珑,2017-08-12 18:56:40,2017-08-12 19:29:57,11094,1997.0
29956,11098,20170812,精彩点,醉玲珑,2017-08-12 14:50:35,2017-08-12 15:32:45,11094,2530.0
29957,11098,20170812,精彩点,醉玲珑,2017-08-12 13:49:30,2017-08-12 14:08:00,11094,1110.0
29958,11098,20170812,精彩点,大玩家,2017-08-12 21:04:46,2017-08-12 21:09:41,11094,295.0
29959,11098,20170812,精彩点,燃烧的港湾,2017-08-12 23:44:53,2017-08-12 23:47:03,11094,130.0
29960,11098,20170812,精彩点,天使与魔鬼,2017-08-12 23:47:01,2017-08-12 23:52:20,11094,319.0
29961,11098,20170812,精彩点,上古情歌,2017-08-12 20:05:07,2017-08-12 20:40:11,11094,2104.0
29962,11098,20170812,精彩点,醉玲珑,2017-08-12 18:06:09,2017-08-12 18:56:01,11094,2992.0
29967,11098,20170812,精彩点,上古情歌,2017-08-12 19:29:56,2017-08-12 20:03:09,11094,1993.0
29968,11098,20170812,精彩点,醉玲珑,2017-08-12 16:25:52,2017-08-12 17:05:53,11094,2401.0
29969,11098,20170813,精彩点,上古情歌,2017-08-13 22:47:43,2017-08-13 23:01:04,11094,801.0
29970,11098,20170813,精彩点,上古情歌,2017-08-13 13:45:21,2017-08-13 14:11:43,11094,1582.0
29971,11098,20170813,精彩点,上古情歌,2017-08-13 16:56:03,2017-08-13 17:14:26,11094,1103.0
29972,11098,20170813,精彩点,上古情歌,2017-08-13 22:13:02,2017-08-13 22:47:02,11094,2040.0
29973,11098,20170813,精彩点,上古情歌,2017-08-13 21:29:31,2017-08-13 22:12:35,11094,2584.0
29974,11098,20170813,热点专题,黑夜传说2,2017-08-12 23:52:19,2017-08-13 01:18:37,11094,5178.0
29975,11098,20170813,精彩点,上古情歌,2017-08-13 21:28:09,2017-08-13 21:29:32,11094,83.0
29977,11098,20170813,精彩点,上古情歌,2017-08-13 16:14:02,2017-08-13 16:39:50,11094,1548.0
29978,11098,20170813,精彩点,上古情歌,2017-08-13 14:11:51,2017-08-13 16:14:03,11094,7332.0
29979,11098,20170814,精彩点,上古情歌,2017-08-14 21:11:33,2017-08-14 21:14:36,11094,183.0
29980,11098,20170817,热点专题,圣斗士星矢,2017-08-17 15:02:58,2017-08-17 15:22:36,11094,1178.0
29981,11098,20170818,精彩点,人间至味是清欢,2017-08-18 14:05:36,2017-08-18 14:08:09,11094,153.0
29982,11098,20170818,精彩点,秦时丽人明月心,2017-08-18 19:29:45,2017-08-18 19:39:45,11094,600.0
