,用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号,当前套餐使用天数,入网天数
1106,10219,互动电视,正常        ,20130914,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130914,20150101,20500101,10268,1477.0,1477.0
1107,10453,互动电视,正常        ,20140119,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140119,20140119,20500101,10974,1350.0,1350.0
1108,10344,互动电视,正常        ,20170524,308.13,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131122,20131122,20500101,10104,129.0,1408.0
1109,10892,互动电视,正常        ,20160204,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160204,20160204,20500101,10564,604.0,604.0
1110,10047,互动电视,正常        ,20130623,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130623,20150101,20500101,10475,1560.0,1560.0
1111,10046,互动电视,正常        ,20130628,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130628,20130628,20500101,10750,1555.0,1555.0
1112,10744,互动电视,正常        ,20151103,0.0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151103,20151103,20500101,10987,697.0,697.0
1113,10745,互动电视,正常        ,20151103,0.0,,互动59元包-480预存,互动59元包,20151103,20151103,20500101,10977,697.0,697.0
1114,11199,互动电视,正常        ,20140810,0.0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140810,20140810,20500101,11302,1147.0,1147.0
1115,10712,互动电视,正常        ,20150907,0.0,,互动标准包,互动标准包-包月-26.5元,20150907,20170101,20500101,11109,754.0,754.0
1116,10338,互动电视,正常        ,20131120,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131120,20131120,20500101,11144,1410.0,1410.0
1117,10371,互动电视,正常        ,20131205,0.0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131205,20131205,20500101,10481,1395.0,1395.0
1118,10756,互动电视,正常        ,20170124,32.5,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20151119,20151119,20500101,10387,249.0,681.0
1119,10111,互动电视,正常        ,20130804,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130804,20130804,20500101,10554,1518.0,1518.0
1120,10941,互动电视,正常        ,20160317,0.0,,互动59元包-600预存,互动59元包-600预存,20160317,20160317,20500101,11077,562.0,562.0
1121,10835,互动电视,正常        ,20160119,0.0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186,620.0,620.0
1122,10582,互动电视,正常        ,20141221,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141221,20141221,20500101,10856,1014.0,1014.0
1123,10919,互动电视,正常        ,20170919,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10997,11.0,577.0
1124,10281,互动电视,正常        ,20170819,160.0,月享套餐-30M-包月-89元-预存200,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20131015,20170901,20500101,10470,42.0,1446.0
1125,10325,互动电视,正常        ,20131106,10.0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131106,20131106,20500101,10110,1424.0,1424.0
1126,10722,互动电视,正常        ,20150922,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150922,20150922,20500101,11140,739.0,739.0
1127,10900,互动电视,正常        ,20160216,0.0,,互动59元包-600预存,互动59元包-600预存,20160216,20160216,20500101,11236,592.0,592.0
1128,11004,互动电视,正常        ,20160511,60.0,,互动59元包-600预存,互动59元包-600预存,20160511,20160511,20500101,10424,507.0,507.0
1129,10726,互动电视,正常        ,20150928,330.0,月享套餐-30M-包月-89元-看电视送宽带续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20150928,20170801,20500101,10933,733.0,733.0
1130,10592,互动电视,正常        ,20141228,0.0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141228,20141228,20500101,10872,1007.0,1007.0
1131,10593,互动电视,正常        ,20141228,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141228,20150101,20500101,10874,1007.0,1007.0
1132,11212,互动电视,正常        ,20160921,180.0,,互动59元包-600预存,互动59元包-600预存,20160921,20160921,20500101,11225,374.0,374.0
1133,10288,互动电视,正常        ,20131021,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131021,20131021,20500101,11085,1440.0,1440.0
1134,10264,互动电视,正常        ,20130929,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130929,20130929,20500101,10660,1462.0,1462.0
1135,11239,互动电视,正常        ,20171031,13.51,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140523,20140523,20500101,10040,-31.0,1226.0
1136,10956,互动电视,正常        ,20160323,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160323,20160323,20500101,10353,556.0,556.0
1137,10782,互动电视,正常        ,20151228,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10356,642.0,642.0
1138,11190,互动电视,正常        ,20160706,120.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160706,20160706,20500101,11242,451.0,451.0
1139,11098,互动电视,正常        ,20160822,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160822,20160822,20500101,10486,404.0,404.0
1140,10631,互动电视,正常        ,20150217,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150217,20150217,20500101,10895,956.0,956.0
1141,10672,互动电视,正常        ,20150716,0.0,,互动标准包,互动标准包-包月-26.5元,20150716,20161201,20500101,10180,807.0,807.0
1142,11225,互动电视,正常        ,20161124,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140428,20140428,20500101,10131,310.0,1251.0
1143,11226,互动电视,正常        ,20161213,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140428,20150101,20500101,11243,291.0,1251.0
1144,10067,互动电视,正常        ,20170831,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130629,20150101,20500101,10599,30.0,1554.0
1145,10066,互动电视,正常        ,20170824,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130629,20130629,20500101,10362,37.0,1554.0
1146,10245,互动电视,正常        ,20130924,0.0,,互动39元包,互动39元包,20130924,20151101,20500101,11239,1467.0,1467.0
1147,10883,互动电视,正常        ,20160203,0.0,,互动59元包-600预存,互动59元包-600预存,20160203,20160203,20500101,10726,605.0,605.0
1148,10561,互动电视,正常        ,20141123,0.0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141123,20141123,20500101,10853,1042.0,1042.0
1149,10762,互动电视,正常        ,20151201,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151201,20151201,20500101,11033,669.0,669.0
1150,11045,互动电视,正常        ,20170830,388.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160614,20160614,20500101,10590,31.0,473.0
1151,10197,互动电视,正常        ,20130908,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,10728,1483.0,1483.0
1152,10911,互动电视,正常        ,20160225,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160225,20160225,20500101,10025,583.0,583.0
1153,10910,互动电视,正常        ,20160225,30.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160225,20160225,20500101,10425,583.0,583.0
1154,11039,互动电视,正常        ,20160607,90.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160607,20160607,20500101,10460,480.0,480.0
1155,11040,互动电视,正常        ,20160607,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160607,20160607,20500101,11310,480.0,480.0
1156,11231,互动电视,正常        ,20140512,0.0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140512,20140512,20500101,10052,1237.0,1237.0
1157,11051,互动电视,正常        ,20160616,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160616,20160616,20500101,10409,471.0,471.0
1158,10989,互动电视,正常        ,20160426,30.0,,互动59元包-600预存,互动59元包-600预存,20160426,20160426,20500101,10126,522.0,522.0
1159,10460,互动电视,正常        ,20140723,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140120,20140120,20500101,10341,1165.0,1349.0
1160,10720,互动电视,正常        ,20150921,100.0,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20150921,20150921,20500101,10478,740.0,740.0
1161,11136,互动电视,正常        ,20161103,240.0,,互动59元包-600预存,互动59元包-600预存,20161103,20161103,20500101,10284,331.0,331.0
1162,10512,互动电视,正常        ,20130323,0.0,6M融合套餐2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20070806,20131101,20500101,10208,1652.0,3708.0
1163,10797,互动电视,正常        ,20151230,180.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151230,20151230,20500101,10956,640.0,640.0
1164,10080,互动电视,正常        ,20151130,0.0,,互动49元包,互动49元包,20130709,20151201,20500101,10295,670.0,1544.0
1165,10269,互动电视,正常        ,20141022,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131003,20131003,20500101,10466,1074.0,1458.0
1166,11105,互动电视,正常        ,20160921,190.0,乐惠套餐-25M-包月-109元-预存600元-赠送360元分36个月返还,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160921,20160921,20500101,10152,374.0,374.0
1167,11093,互动电视,正常        ,20160804,150.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160804,20160804,20500101,10722,422.0,422.0
1168,10172,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229,1488.0,1488.0
1169,10232,互动电视,正常        ,20130919,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130919,20130919,20500101,10286,1472.0,1472.0
1170,10894,互动电视,正常        ,20160204,0.0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10754,604.0,604.0
1171,11138,互动电视,正常        ,20161107,240.0,,互动59元包-600预存,互动59元包-600预存,20161107,20161107,20500101,10627,327.0,327.0
1172,10842,互动电视,正常        ,20160119,0.0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604,620.0,620.0
1173,10978,互动电视,正常        ,20160417,0.0,月享套餐-30M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160417,20170901,20500101,11014,531.0,531.0
1174,10524,互动电视,正常        ,20171009,180.0,,互动59元包-600预存,互动59元包-600预存,20160917,20160917,20500101,10712,-9.0,378.0
1175,11218,互动电视,正常        ,20170321,0.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20120627,20120627,20500101,10381,193.0,1921.0
1176,11222,互动电视,正常        ,20151116,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131021,20131021,20500101,10195,684.0,1440.0
1177,10393,互动电视,正常        ,20131221,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131221,20131221,20500101,10642,1379.0,1379.0
1178,10955,互动电视,正常        ,20160322,0.0,,互动59元包-600预存,互动59元包-600预存,20160322,20160322,20500101,11096,557.0,557.0
1179,10627,互动电视,正常        ,20150217,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150217,20150217,20500101,10909,956.0,956.0
1180,10343,互动电视,正常        ,20131121,90.0,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131121,20160701,20500101,10626,1409.0,1409.0
1181,10740,互动电视,正常        ,20151021,0.0,乐惠套餐-15M-包月-89元-看电视送宽带用户续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20151021,20161201,20500101,10355,710.0,710.0
1182,10051,互动电视,正常        ,20130621,0.0,6M融合套餐-提速提价1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130621,20130621,20500101,10079,1562.0,1562.0
1183,10255,互动电视,正常        ,20130928,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130928,20130928,20500101,10225,1463.0,1463.0
1184,11005,互动电视,正常        ,20170105,60.0,,互动59元包-600预存,互动59元包-600预存,20160511,20160511,20500101,11184,268.0,507.0
1185,10764,互动电视,正常        ,20161124,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20151208,20151208,20500101,10252,310.0,662.0
1186,10992,互动电视,正常        ,20160502,60.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160502,20160502,20500101,10331,516.0,516.0
1187,10497,互动电视,正常        ,20130822,0.0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130822,20130822,20500101,10636,1500.0,1500.0
1188,10644,互动电视,正常        ,20150506,0.0,,互动标准包-688购机-送快乐点半年(到期顺延)-15M体验,互动标准包-包月-688购机-送快乐点半年(到期顺延)-15M体验,20150506,20150506,20500101,10852,878.0,878.0
1189,11245,互动电视,正常        ,20140614,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140614,20140614,20500101,10808,1204.0,1204.0
1190,11035,互动电视,正常        ,20160807,90.0,,互动59元包-600预存,互动59元包-600预存,20160606,20160606,20500101,10051,419.0,481.0
1191,10220,互动电视,正常        ,20130918,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130918,20130918,20500101,10963,1473.0,1473.0
1192,10221,互动电视,正常        ,20140916,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130918,20150101,20500101,10071,1110.0,1473.0
1193,10985,互动电视,正常        ,20160423,30.0,,互动59元包-600预存,互动59元包-600预存,20160423,20160423,20500101,10109,525.0,525.0
1194,11047,互动电视,正常        ,20160614,90.0,,互动59元包-600预存,互动59元包-600预存,20160614,20160614,20500101,10222,473.0,473.0
1195,10474,互动电视,正常        ,20140129,0.0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140129,20140129,20500101,10243,1340.0,1340.0
1196,10964,互动电视,正常        ,20160330,0.0,,互动59元包-600预存,互动59元包-600预存,20160330,20160330,20500101,10508,549.0,549.0
1197,10436,互动电视,正常        ,20140113,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140113,20150101,20500101,10101,1356.0,1356.0
1198,10437,互动电视,正常        ,20140113,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140113,20140113,20500101,11067,1356.0,1356.0
1199,10816,互动电视,正常        ,20160114,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160114,20160114,20500101,10385,625.0,625.0
1200,10043,互动电视,正常        ,20140219,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130604,20130604,20500101,10275,1319.0,1579.0
1201,11156,互动电视,正常        ,20170724,379.0,,互动59元包-600预存,互动59元包-600预存,20161207,20161207,20500101,10411,68.0,297.0
1202,10620,互动电视,正常        ,20150203,0.0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150203,20150203,20500101,10901,970.0,970.0
1203,11171,互动电视,正常        ,20150122,0.0,乐惠套餐-15M-2年-1780元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150122,20150122,20500101,10870,982.0,982.0
1204,10771,互动电视,正常        ,20151223,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151223,20151223,20500101,11308,647.0,647.0
1205,11242,互动电视,正常        ,20170323,0.0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140607,20140607,20500101,11022,191.0,1211.0
1206,10556,互动电视,正常        ,20141118,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141118,20141118,20500101,10942,1047.0,1047.0
1207,10029,互动电视,正常        ,20090228,100.0,[13年底促销]6M融合套餐-到期提速2(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑300元增值费,[互动+宽带]互动(26.5元/月)-捆绑300元增值费(资费),20071025,20131209,20500101,10689,3136.0,3628.0
1208,10621,互动电视,正常        ,20150204,0.0,乐惠套餐-15M-3年-2080元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150204,20150204,20500101,10912,969.0,969.0
1209,10787,互动电视,正常        ,20151228,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20151228,20151228,20500101,10125,642.0,642.0
1210,10465,互动电视,正常        ,20140521,0.0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140126,20140126,20500101,10143,1228.0,1343.0
1211,10625,互动电视,正常        ,20150921,0.0,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150211,20150211,20500101,10825,740.0,962.0
1212,10575,互动电视,正常        ,20141217,0.0,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141217,20141217,20500101,10849,1018.0,1018.0
1213,11185,互动电视,正常        ,20160930,180.0,乐惠套餐-8M-包月-69元-预存600元,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20160930,20160930,20500101,10591,365.0,365.0
1214,10738,互动电视,正常        ,20151020,0.0,,互动49元包,互动49元包,20151020,20170301,20500101,10234,711.0,711.0
1215,10014,互动电视,正常        ,20090125,0.0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070908,20120401,20500101,10354,3170.0,3675.0
1216,10723,互动电视,正常        ,20150926,0.0,,互动49元包-200预存-捆直播108+高清英超1年,互动49元包-200预存-捆直播108+高清英超1年,20150926,20150926,20500101,11048,735.0,735.0
1217,10101,互动电视,正常        ,20130728,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130728,20130728,20500101,11289,1525.0,1525.0
1218,10296,互动电视,正常        ,20131023,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131023,20131023,20500101,10081,1438.0,1438.0
1219,10300,互动电视,正常        ,20131024,0.0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131024,20150101,20500101,10683,1437.0,1437.0
1220,11173,互动电视,正常        ,20150618,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150618,20150618,20500101,10940,835.0,835.0
1221,10389,互动电视,正常        ,20131226,154.56,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131226,20131226,20500101,10408,1374.0,1374.0
1222,11157,互动电视,正常        ,20161212,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20161212,20161212,20500101,10120,292.0,292.0
1223,10814,互动电视,正常        ,20160829,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160113,20160113,20500101,10236,397.0,626.0
1224,10680,互动电视,正常        ,20150720,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20150720,20150720,20500101,11191,803.0,803.0
1225,10174,互动电视,正常        ,20170322,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,11199,192.0,1488.0
1226,11014,互动电视,正常        ,20160531,0.0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160531,20160531,20500101,10507,487.0,487.0
1227,10863,互动电视,正常        ,20160226,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160128,20160128,20500101,10287,582.0,611.0
1228,10476,互动电视,正常        ,20140129,0.0,[互动+宽带]12M融合套餐(1180),[互动+宽带]互动标准套餐(26.5元)—380购机入网,互动+联合宽带-包月-26.5元-380购机,20140129,20140129,20500101,10661,1340.0,1340.0
1229,10603,互动电视,正常        ,20150323,85.7,,互动标准包-600预存-送快乐点2年(到期停)-送15M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20150113,20150113,20500101,10886,922.0,991.0
1230,10604,互动电视,正常        ,20150323,0.0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20150113,20150113,20500101,10888,922.0,991.0
1231,10511,互动电视,正常        ,20161211,275.0,6M融合套餐-提速提价2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20070828,20130519,20500101,10999,293.0,3686.0
1232,10800,互动电视,正常        ,20160109,0.0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160109,20160109,20500101,11046,630.0,630.0
1233,10673,互动电视,正常        ,20150713,0.0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150713,20150713,20500101,10945,810.0,810.0
1234,10291,互动电视,正常        ,20131023,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131023,20131023,20500101,10672,1438.0,1438.0
1235,11204,互动电视,正常        ,20150618,0.0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150618,20150618,20500101,10643,835.0,835.0
1236,10857,互动电视,正常        ,20160127,0.0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160127,20160127,20500101,11208,612.0,612.0
1237,10906,互动电视,正常        ,20160222,0.0,,互动标准包,互动标准包-包月-26.5元,20160222,20170301,20500101,11322,586.0,586.0
1238,10878,互动电视,正常        ,20160203,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160203,20160203,20500101,10161,605.0,605.0
1239,10351,互动电视,正常        ,20131126,0.0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131126,20131126,20500101,11135,1404.0,1404.0
1240,11022,互动电视,正常        ,20160526,60.0,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160526,20160526,20500101,10795,492.0,492.0
1241,10310,互动电视,正常        ,20131029,0.0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131029,20131029,20500101,10371,1432.0,1432.0
1242,10309,互动电视,正常        ,20131029,0.0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131029,20131029,20500101,10144,1432.0,1432.0
1243,11221,互动电视,正常        ,20170923,161.5,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130810,20130810,20500101,10583,7.0,1512.0
1244,10794,互动电视,正常        ,20170724,0.0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151228,20151228,20500101,10553,68.0,642.0
